YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE"
2000,"MINNESOTA, NORTHWEST, KITTSON",27,10,069,YEAR,SOYBEANS,"43,400","44,200","1,345,400",31
2000,"MINNESOTA, NORTHWEST, MAHNOMEN",27,10,087,YEAR,SOYBEANS,"47,400","48,000","1,611,600",34
2000,"MINNESOTA, NORTHWEST, MARSHALL",27,10,089,YEAR,SOYBEANS,"117,300","120,000","3,636,300",31
2000,"MINNESOTA, NORTHWEST, NORMAN",27,10,107,YEAR,SOYBEANS,"139,900","147,600","4,476,800",32
2000,"MINNESOTA, NORTHWEST, PENNINGTON",27,10,113,YEAR,SOYBEANS,"47,800","53,000","1,290,600",27
2000,"MINNESOTA, NORTHWEST, POLK",27,10,119,YEAR,SOYBEANS,"236,000","242,800","7,552,000",32
2000,"MINNESOTA, NORTHWEST, RED LAKE",27,10,125,YEAR,SOYBEANS,"58,900","60,900","1,825,900",31
2000,"MINNESOTA, NORTHWEST, ROSEAU",27,10,135,YEAR,SOYBEANS,"8,900","9,300","267,000",30
2000,"MINNESOTA, SOUTH CENTRAL, BLUE EARTH",27,80,013,YEAR,SOYBEANS,"172,100","175,400","7,744,500",45
2000,"MINNESOTA, SOUTH CENTRAL, BROWN",27,80,015,YEAR,SOYBEANS,"137,700","140,100","6,196,500",45
2000,"MINNESOTA, SOUTH CENTRAL, FARIBAULT",27,80,043,YEAR,SOYBEANS,"171,800","175,200","7,902,800",46
2000,"MINNESOTA, SOUTH CENTRAL, FREEBORN",27,80,047,YEAR,SOYBEANS,"150,300","155,200","6,763,500",45
2000,"MINNESOTA, SOUTH CENTRAL, LE SUEUR",27,80,079,YEAR,SOYBEANS,"86,900","88,400","4,171,200",48
2000,"MINNESOTA, SOUTH CENTRAL, MARTIN",27,80,091,YEAR,SOYBEANS,"186,600","190,300","8,397,000",45
2000,"MINNESOTA, SOUTH CENTRAL, NICOLLET",27,80,103,YEAR,SOYBEANS,"101,500","103,200","4,872,000",48
2000,"MINNESOTA, SOUTH CENTRAL, RICE",27,80,131,YEAR,SOYBEANS,"67,200","68,200","3,225,600",48
2000,"MINNESOTA, SOUTH CENTRAL, STEELE",27,80,147,YEAR,SOYBEANS,"89,200","90,700","4,103,200",46
2000,"MINNESOTA, SOUTH CENTRAL, WASECA",27,80,161,YEAR,SOYBEANS,"98,700","100,800","4,540,200",46
2000,"MINNESOTA, SOUTH CENTRAL, WATONWAN",27,80,165,YEAR,SOYBEANS,"114,900","116,600","4,940,700",43
2000,"MINNESOTA, SOUTHEAST, DAKOTA",27,90,037,YEAR,SOYBEANS,"69,700","70,700","3,136,500",45
2000,"MINNESOTA, SOUTHEAST, DODGE",27,90,039,YEAR,SOYBEANS,"93,600","94,900","4,399,200",47
2000,"MINNESOTA, SOUTHEAST, FILLMORE",27,90,045,YEAR,SOYBEANS,"99,500","101,100","4,577,000",46
2000,"MINNESOTA, SOUTHEAST, GOODHUE",27,90,049,YEAR,SOYBEANS,"92,700","94,400","4,542,300",49
2000,"MINNESOTA, SOUTHEAST, HOUSTON",27,90,055,YEAR,SOYBEANS,"27,100","28,200","1,165,300",43
2000,"MINNESOTA, SOUTHEAST, MOWER",27,90,099,YEAR,SOYBEANS,"166,100","169,500","7,474,500",45
2000,"MINNESOTA, SOUTHEAST, OLMSTED",27,90,109,YEAR,SOYBEANS,"74,700","75,900","3,436,200",46
2000,"MINNESOTA, SOUTHEAST, WABASHA",27,90,157,YEAR,SOYBEANS,"35,500","36,200","1,810,500",51
2000,"MINNESOTA, SOUTHEAST, WINONA",27,90,169,YEAR,SOYBEANS,"26,000","26,400","1,274,000",49
2000,"MINNESOTA, SOUTHWEST, COTTONWOOD",27,70,033,YEAR,SOYBEANS,"164,900","167,900","6,925,800",42
2000,"MINNESOTA, SOUTHWEST, JACKSON",27,70,063,YEAR,SOYBEANS,"170,200","174,200","7,148,400",42
2000,"MINNESOTA, SOUTHWEST, LINCOLN",27,70,081,YEAR,SOYBEANS,"103,100","104,700","4,020,900",39
2000,"MINNESOTA, SOUTHWEST, LYON",27,70,083,YEAR,SOYBEANS,"166,300","169,000","6,652,000",40
2000,"MINNESOTA, SOUTHWEST, MURRAY",27,70,101,YEAR,SOYBEANS,"166,700","169,300","7,168,100",43
2000,"MINNESOTA, SOUTHWEST, NOBLES",27,70,105,YEAR,SOYBEANS,"182,700","189,900","8,038,800",44
2000,"MINNESOTA, SOUTHWEST, PIPESTONE",27,70,117,YEAR,SOYBEANS,"94,700","96,200","3,788,000",40
2000,"MINNESOTA, SOUTHWEST, REDWOOD",27,70,127,YEAR,SOYBEANS,"226,500","230,500","9,739,500",43
2000,"MINNESOTA, SOUTHWEST, ROCK",27,70,133,YEAR,SOYBEANS,"118,000","119,800","5,546,000",47
2000,"MINNESOTA, WEST CENTRAL, BIG STONE",27,40,011,YEAR,SOYBEANS,"119,400","121,300","4,656,600",39
2000,"MINNESOTA, WEST CENTRAL, CHIPPEWA",27,40,023,YEAR,SOYBEANS,"133,500","136,000","5,607,000",42
2000,"MINNESOTA, WEST CENTRAL, DOUGLAS",27,40,041,YEAR,SOYBEANS,"65,800","66,800","2,434,600",37
2000,"MINNESOTA, WEST CENTRAL, GRANT",27,40,051,YEAR,SOYBEANS,"125,500","127,600","4,769,000",38
2000,"MINNESOTA, WEST CENTRAL, LAC QUI PARLE",27,40,073,YEAR,SOYBEANS,"184,500","187,300","7,011,000",38
2000,"MINNESOTA, WEST CENTRAL, OTTER TAIL",27,40,111,YEAR,SOYBEANS,"127,900","130,000","4,604,400",36
2000,"MINNESOTA, WEST CENTRAL, POPE",27,40,121,YEAR,SOYBEANS,"86,500","88,000","3,546,500",41
2000,"MINNESOTA, WEST CENTRAL, STEVENS",27,40,149,YEAR,SOYBEANS,"135,800","137,800","5,703,600",42
2000,"MINNESOTA, WEST CENTRAL, SWIFT",27,40,151,YEAR,SOYBEANS,"155,300","158,300","6,056,700",39
2000,"MINNESOTA, WEST CENTRAL, TRAVERSE",27,40,155,YEAR,SOYBEANS,"144,600","146,700","5,494,800",38
2000,"MINNESOTA, WEST CENTRAL, WILKIN",27,40,167,YEAR,SOYBEANS,"140,000","142,100","4,620,000",33
2000,"MINNESOTA, WEST CENTRAL, YELLOW MEDICINE",27,40,173,YEAR,SOYBEANS,"186,600","189,400","7,277,400",39
2001,"MINNESOTA, CENTRAL, BENTON",27,50,009,YEAR,SOYBEANS,"18,000","19,000","450,000",25
2001,"MINNESOTA, CENTRAL, CARVER",27,50,019,YEAR,SOYBEANS,"44,800","45,300","1,836,800",41
2001,"MINNESOTA, CENTRAL, KANDIYOHI",27,50,067,YEAR,SOYBEANS,"130,200","131,300","4,947,600",38
2001,"MINNESOTA, CENTRAL, MCLEOD",27,50,085,YEAR,SOYBEANS,"101,100","102,000","3,942,900",39
2001,"MINNESOTA, CENTRAL, MEEKER",27,50,093,YEAR,SOYBEANS,"120,700","121,700","4,224,500",35
2001,"MINNESOTA, CENTRAL, MORRISON",27,50,097,YEAR,SOYBEANS,"15,900","16,200","397,500",25
2001,"MINNESOTA, CENTRAL, RENVILLE",27,50,129,YEAR,SOYBEANS,"249,900","251,800","9,746,100",39
2001,"MINNESOTA, CENTRAL, SCOTT",27,50,139,YEAR,SOYBEANS,"35,800","36,100","1,432,000",40
2001,"MINNESOTA, CENTRAL, SHERBURNE",27,50,141,YEAR,SOYBEANS,"19,700","20,400","531,900",27
2001,"MINNESOTA, CENTRAL, SIBLEY",27,50,143,YEAR,SOYBEANS,"129,400","130,400","5,305,400",41
2001,"MINNESOTA, CENTRAL, STEARNS",27,50,145,YEAR,SOYBEANS,"92,800","95,000","2,876,800",31
2001,"MINNESOTA, CENTRAL, TODD",27,50,153,YEAR,SOYBEANS,"32,700","33,000","1,111,800",34
2001,"MINNESOTA, CENTRAL, WADENA",27,50,159,YEAR,SOYBEANS,"3,700","3,800","125,800",34
2001,"MINNESOTA, CENTRAL, WRIGHT",27,50,171,YEAR,SOYBEANS,"80,500","81,400","2,978,500",37
2001,"MINNESOTA, EAST CENTRAL, ANOKA",27,60,003,YEAR,SOYBEANS,"5,800","5,900","168,200",29
2001,"MINNESOTA, EAST CENTRAL, CHISAGO",27,60,025,YEAR,SOYBEANS,"24,700","24,900","716,300",29
2001,"MINNESOTA, EAST CENTRAL, HENNEPIN",27,60,053,YEAR,SOYBEANS,"15,000","15,200","585,000",39
2001,"MINNESOTA, EAST CENTRAL, ISANTI",27,60,059,YEAR,SOYBEANS,"31,600","31,900","821,600",26
2001,"MINNESOTA, EAST CENTRAL, KANABEC",27,60,065,YEAR,SOYBEANS,"9,000","9,500","225,000",25
2001,"MINNESOTA, EAST CENTRAL, MILLE LACS",27,60,095,YEAR,SOYBEANS,"13,300","13,400","425,600",32
2001,"MINNESOTA, EAST CENTRAL, OTHER (COMBINED) COUNTIES",27,60,"   ",YEAR,SOYBEANS,700,900,"22,300",31.9
2001,"MINNESOTA, EAST CENTRAL, PINE",27,60,115,YEAR,SOYBEANS,"8,200","8,400","237,800",29
2001,"MINNESOTA, EAST CENTRAL, WASHINGTON",27,60,163,YEAR,SOYBEANS,"16,700","16,900","501,000",30
2001,"MINNESOTA, NORTHWEST, BECKER",27,10,005,YEAR,SOYBEANS,"72,200","73,100","2,382,600",33
2001,"MINNESOTA, NORTHWEST, CLAY",27,10,027,YEAR,SOYBEANS,"148,500","150,100","5,049,000",34
2001,"MINNESOTA, NORTHWEST, CLEARWATER",27,10,029,YEAR,SOYBEANS,"2,400","2,500","72,000",30
2001,"MINNESOTA, NORTHWEST, KITTSON",27,10,069,YEAR,SOYBEANS,"20,300","20,500","568,400",28
2001,"MINNESOTA, NORTHWEST, MAHNOMEN",27,10,087,YEAR,SOYBEANS,"45,800","46,200","1,603,000",35
2001,"MINNESOTA, NORTHWEST, MARSHALL",27,10,089,YEAR,SOYBEANS,"75,700","77,500","2,422,400",32
2001,"MINNESOTA, NORTHWEST, NORMAN",27,10,107,YEAR,SOYBEANS,"136,400","138,400","4,501,200",33
2001,"MINNESOTA, NORTHWEST, PENNINGTON",27,10,113,YEAR,SOYBEANS,"34,700","35,500","1,041,000",30
2001,"MINNESOTA, NORTHWEST, POLK",27,10,119,YEAR,SOYBEANS,"190,900","193,900","6,108,800",32
2001,"MINNESOTA, NORTHWEST, RED LAKE",27,10,125,YEAR,SOYBEANS,"53,700","54,100","1,557,300",29
2001,"MINNESOTA, NORTHWEST, ROSEAU",27,10,135,YEAR,SOYBEANS,"4,600","4,700","133,400",29
2001,"MINNESOTA, SOUTH CENTRAL, BLUE EARTH",27,80,013,YEAR,SOYBEANS,"181,000","184,200","6,878,000",38
2001,"MINNESOTA, SOUTH CENTRAL, BROWN",27,80,015,YEAR,SOYBEANS,"141,000","142,300","5,922,000",42
2001,"MINNESOTA, SOUTH CENTRAL, FARIBAULT",27,80,043,YEAR,SOYBEANS,"186,100","192,000","6,513,500",35
2001,"MINNESOTA, SOUTH CENTRAL, FREEBORN",27,80,047,YEAR,SOYBEANS,"167,500","169,900","6,197,500",37
2001,"MINNESOTA, SOUTH CENTRAL, LE SUEUR",27,80,079,YEAR,SOYBEANS,"85,900","86,800","3,521,900",41
2001,"MINNESOTA, SOUTH CENTRAL, MARTIN",27,80,091,YEAR,SOYBEANS,"195,300","199,600","6,835,500",35
2001,"MINNESOTA, SOUTH CENTRAL, NICOLLET",27,80,103,YEAR,SOYBEANS,"104,100","105,000","4,372,200",42
2001,"MINNESOTA, SOUTH CENTRAL, RICE",27,80,131,YEAR,SOYBEANS,"69,300","69,800","2,841,300",41
2001,"MINNESOTA, SOUTH CENTRAL, STEELE",27,80,147,YEAR,SOYBEANS,"100,000","101,400","4,000,000",40
2001,"MINNESOTA, SOUTH CENTRAL, WASECA",27,80,161,YEAR,SOYBEANS,"106,200","107,400","4,354,200",41
2001,"MINNESOTA, SOUTH CENTRAL, WATONWAN",27,80,165,YEAR,SOYBEANS,"115,700","116,600","4,512,300",39
2001,"MINNESOTA, SOUTHEAST, DAKOTA",27,90,037,YEAR,SOYBEANS,"72,600","73,100","2,468,400",34
2001,"MINNESOTA, SOUTHEAST, DODGE",27,90,039,YEAR,SOYBEANS,"99,100","100,100","4,162,200",42
2001,"MINNESOTA, SOUTHEAST, FILLMORE",27,90,045,YEAR,SOYBEANS,"106,100","107,300","3,607,400",34
2001,"MINNESOTA, SOUTHEAST, GOODHUE",27,90,049,YEAR,SOYBEANS,"105,000","105,700","4,095,000",39
2001,"MINNESOTA, SOUTHEAST, HOUSTON",27,90,055,YEAR,SOYBEANS,"27,800","28,900","917,400",33
2001,"MINNESOTA, SOUTHEAST, MOWER",27,90,099,YEAR,SOYBEANS,"179,800","181,400","6,652,600",37
2001,"MINNESOTA, SOUTHEAST, OLMSTED",27,90,109,YEAR,SOYBEANS,"78,300","79,700","2,975,400",38
2001,"MINNESOTA, SOUTHEAST, WABASHA",27,90,157,YEAR,SOYBEANS,"39,600","40,000","1,386,000",35
2001,"MINNESOTA, SOUTHEAST, WINONA",27,90,169,YEAR,SOYBEANS,"29,500","29,700","1,062,000",36
2001,"MINNESOTA, SOUTHWEST, COTTONWOOD",27,70,033,YEAR,SOYBEANS,"167,800","169,300","6,376,400",38
2001,"MINNESOTA, SOUTHWEST, JACKSON",27,70,063,YEAR,SOYBEANS,"177,300","182,300","6,382,800",36
2001,"MINNESOTA, SOUTHWEST, LINCOLN",27,70,081,YEAR,SOYBEANS,"99,700","100,500","3,589,200",36
2001,"MINNESOTA, SOUTHWEST, LYON",27,70,083,YEAR,SOYBEANS,"172,300","173,700","6,892,000",40
2001,"MINNESOTA, SOUTHWEST, MURRAY",27,70,101,YEAR,SOYBEANS,"176,700","178,400","6,891,300",39
2001,"MINNESOTA, SOUTHWEST, NOBLES",27,70,105,YEAR,SOYBEANS,"194,000","196,000","7,372,000",38
2001,"MINNESOTA, SOUTHWEST, PIPESTONE",27,70,117,YEAR,SOYBEANS,"102,500","103,400","3,997,500",39
2001,"MINNESOTA, SOUTHWEST, REDWOOD",27,70,127,YEAR,SOYBEANS,"225,900","227,900","8,584,200",38
2001,"MINNESOTA, SOUTHWEST, ROCK",27,70,133,YEAR,SOYBEANS,"126,200","127,200","5,426,600",43
2001,"MINNESOTA, WEST CENTRAL, BIG STONE",27,40,011,YEAR,SOYBEANS,"97,100","100,200","3,301,400",34
2001,"MINNESOTA, WEST CENTRAL, CHIPPEWA",27,40,023,YEAR,SOYBEANS,"133,500","134,700","5,340,000",40
2001,"MINNESOTA, WEST CENTRAL, DOUGLAS",27,40,041,YEAR,SOYBEANS,"71,200","72,600","2,420,800",34
2001,"MINNESOTA, WEST CENTRAL, GRANT",27,40,051,YEAR,SOYBEANS,"114,200","116,900","4,453,800",39
2001,"MINNESOTA, WEST CENTRAL, LAC QUI PARLE",27,40,073,YEAR,SOYBEANS,"177,500","179,500","6,567,500",37
2001,"MINNESOTA, WEST CENTRAL, OTTER TAIL",27,40,111,YEAR,SOYBEANS,"134,900","137,400","4,451,700",33
2001,"MINNESOTA, WEST CENTRAL, POPE",27,40,121,YEAR,SOYBEANS,"92,100","93,200","3,499,800",38
2001,"MINNESOTA, WEST CENTRAL, STEVENS",27,40,149,YEAR,SOYBEANS,"136,300","138,100","5,315,700",39
2001,"MINNESOTA, WEST CENTRAL, SWIFT",27,40,151,YEAR,SOYBEANS,"152,800","154,500","5,653,600",37
2001,"MINNESOTA, WEST CENTRAL, TRAVERSE",27,40,155,YEAR,SOYBEANS,"142,800","144,800","5,569,200",39
2001,"MINNESOTA, WEST CENTRAL, WILKIN",27,40,167,YEAR,SOYBEANS,"133,000","138,400","4,389,000",33
2001,"MINNESOTA, WEST CENTRAL, YELLOW MEDICINE",27,40,173,YEAR,SOYBEANS,"189,000","191,000","7,371,000",39
2002,"MINNESOTA, CENTRAL, BENTON",27,50,009,YEAR,SOYBEANS,"24,900","25,400","946,200",38
2002,"MINNESOTA, CENTRAL, CARVER",27,50,019,YEAR,SOYBEANS,"43,500","44,100","2,131,500",49
2002,"MINNESOTA, CENTRAL, KANDIYOHI",27,50,067,YEAR,SOYBEANS,"118,200","119,400","5,437,200",46
2002,"MINNESOTA, CENTRAL, MCLEOD",27,50,085,YEAR,SOYBEANS,"95,800","97,500","4,215,200",44
2002,"MINNESOTA, CENTRAL, MEEKER",27,50,093,YEAR,SOYBEANS,"111,800","113,500","4,919,200",44
2002,"MINNESOTA, CENTRAL, MORRISON",27,50,097,YEAR,SOYBEANS,"16,300","16,900","700,900",43
2002,"MINNESOTA, CENTRAL, RENVILLE",27,50,129,YEAR,SOYBEANS,"233,300","235,000","11,198,400",48
2002,"MINNESOTA, CENTRAL, SCOTT",27,50,139,YEAR,SOYBEANS,"34,600","34,900","1,660,800",48
2002,"MINNESOTA, CENTRAL, SHERBURNE",27,50,141,YEAR,SOYBEANS,"17,300","17,500","761,200",44
2002,"MINNESOTA, CENTRAL, SIBLEY",27,50,143,YEAR,SOYBEANS,"120,200","121,400","5,649,400",47
2002,"MINNESOTA, CENTRAL, STEARNS",27,50,145,YEAR,SOYBEANS,"93,300","94,000","4,198,500",45
2002,"MINNESOTA, CENTRAL, TODD",27,50,153,YEAR,SOYBEANS,"32,700","32,900","1,373,400",42
2002,"MINNESOTA, CENTRAL, WADENA",27,50,159,YEAR,SOYBEANS,"3,500","3,600","136,500",39
2002,"MINNESOTA, CENTRAL, WRIGHT",27,50,171,YEAR,SOYBEANS,"73,800","76,700","3,247,200",44
2002,"MINNESOTA, EAST CENTRAL, AITKIN",27,60,001,YEAR,SOYBEANS,"3,400","3,500","102,000",30
2002,"MINNESOTA, EAST CENTRAL, ANOKA",27,60,003,YEAR,SOYBEANS,"4,900","5,000","156,800",32
2002,"MINNESOTA, EAST CENTRAL, CHISAGO",27,60,025,YEAR,SOYBEANS,"23,400","23,600","982,800",42
2002,"MINNESOTA, EAST CENTRAL, HENNEPIN",27,60,053,YEAR,SOYBEANS,"14,700","15,100","690,900",47
2002,"MINNESOTA, EAST CENTRAL, ISANTI",27,60,059,YEAR,SOYBEANS,"31,300","31,600","1,064,200",34
2002,"MINNESOTA, EAST CENTRAL, KANABEC",27,60,065,YEAR,SOYBEANS,"8,500","8,600","357,000",42
2002,"MINNESOTA, EAST CENTRAL, MILLE LACS",27,60,095,YEAR,SOYBEANS,"12,200","12,300","512,400",42
2002,"MINNESOTA, EAST CENTRAL, OTHER (COMBINED) COUNTIES",27,60,"   ",YEAR,SOYBEANS,400,400,"14,000",35
2002,"MINNESOTA, EAST CENTRAL, PINE",27,60,115,YEAR,SOYBEANS,"8,700","9,000","374,100",43
2002,"MINNESOTA, EAST CENTRAL, WASHINGTON",27,60,163,YEAR,SOYBEANS,"14,800","14,900","651,200",44
2002,"MINNESOTA, NORTH CENTRAL, BELTRAMI",27,20,007,YEAR,SOYBEANS,"1,000","1,000","34,000",34
2002,"MINNESOTA, NORTH CENTRAL, CASS",27,20,021,YEAR,SOYBEANS,"1,500","1,600","63,000",42
2002,"MINNESOTA, NORTH CENTRAL, HUBBARD",27,20,057,YEAR,SOYBEANS,"2,600","2,700","130,000",50
2002,"MINNESOTA, NORTH CENTRAL, KOOCHICHING",27,20,071,YEAR,SOYBEANS,"1,200","1,200","34,800",29
2002,"MINNESOTA, NORTH CENTRAL, OTHER (COMBINED) COUNTIES",27,20,"   ",YEAR,SOYBEANS,800,800,"30,400",38
2002,"MINNESOTA, NORTHWEST, BECKER",27,10,005,YEAR,SOYBEANS,"82,400","84,600","2,801,600",34
2002,"MINNESOTA, NORTHWEST, CLAY",27,10,027,YEAR,SOYBEANS,"156,800","158,300","5,488,000",35
2002,"MINNESOTA, NORTHWEST, CLEARWATER",27,10,029,YEAR,SOYBEANS,"4,300","4,600","141,900",33
2002,"MINNESOTA, NORTHWEST, KITTSON",27,10,069,YEAR,SOYBEANS,"67,200","68,200","2,284,800",34
2002,"MINNESOTA, NORTHWEST, MAHNOMEN",27,10,087,YEAR,SOYBEANS,"46,400","49,700","1,345,600",29
2002,"MINNESOTA, NORTHWEST, MARSHALL",27,10,089,YEAR,SOYBEANS,"121,900","126,900","4,144,600",34
2002,"MINNESOTA, NORTHWEST, NORMAN",27,10,107,YEAR,SOYBEANS,"142,400","154,500","4,414,400",31
2002,"MINNESOTA, NORTHWEST, PENNINGTON",27,10,113,YEAR,SOYBEANS,"65,200","66,200","1,956,000",30
2002,"MINNESOTA, NORTHWEST, POLK",27,10,119,YEAR,SOYBEANS,"223,300","233,200","7,368,900",33
2002,"MINNESOTA, NORTHWEST, RED LAKE",27,10,125,YEAR,SOYBEANS,"58,100","60,400","1,743,000",30
2002,"MINNESOTA, NORTHWEST, ROSEAU",27,10,135,YEAR,SOYBEANS,"10,600","11,400","349,800",33
2002,"MINNESOTA, SOUTH CENTRAL, BLUE EARTH",27,80,013,YEAR,SOYBEANS,"168,000","169,200","8,400,000",50
2002,"MINNESOTA, SOUTH CENTRAL, BROWN",27,80,015,YEAR,SOYBEANS,"135,300","136,300","6,088,500",45
2002,"MINNESOTA, SOUTH CENTRAL, FARIBAULT",27,80,043,YEAR,SOYBEANS,"167,100","168,500","8,355,000",50
2002,"MINNESOTA, SOUTH CENTRAL, FREEBORN",27,80,047,YEAR,SOYBEANS,"154,800","156,000","7,894,800",51
2002,"MINNESOTA, SOUTH CENTRAL, LE SUEUR",27,80,079,YEAR,SOYBEANS,"84,400","85,100","3,966,800",47
2002,"MINNESOTA, SOUTH CENTRAL, MARTIN",27,80,091,YEAR,SOYBEANS,"183,000","184,400","8,967,000",49
2002,"MINNESOTA, SOUTH CENTRAL, NICOLLET",27,80,103,YEAR,SOYBEANS,"96,200","97,500","4,425,200",46
2002,"MINNESOTA, SOUTH CENTRAL, RICE",27,80,131,YEAR,SOYBEANS,"67,000","67,500","3,283,000",49
2002,"MINNESOTA, SOUTH CENTRAL, STEELE",27,80,147,YEAR,SOYBEANS,"86,400","87,000","4,406,400",51
2002,"MINNESOTA, SOUTH CENTRAL, WASECA",27,80,161,YEAR,SOYBEANS,"96,200","97,000","4,906,200",51
2002,"MINNESOTA, SOUTH CENTRAL, WATONWAN",27,80,165,YEAR,SOYBEANS,"113,100","114,000","5,428,800",48
2002,"MINNESOTA, SOUTHEAST, DAKOTA",27,90,037,YEAR,SOYBEANS,"67,700","68,400","3,181,900",47
2002,"MINNESOTA, SOUTHEAST, DODGE",27,90,039,YEAR,SOYBEANS,"91,600","92,500","4,763,200",52
2002,"MINNESOTA, SOUTHEAST, FILLMORE",27,90,045,YEAR,SOYBEANS,"96,800","97,500","4,936,800",51
2002,"MINNESOTA, SOUTHEAST, GOODHUE",27,90,049,YEAR,SOYBEANS,"91,600","92,800","4,580,000",50
2002,"MINNESOTA, SOUTHEAST, HOUSTON",27,90,055,YEAR,SOYBEANS,"25,100","25,300","1,255,000",50
2002,"MINNESOTA, SOUTHEAST, MOWER",27,90,099,YEAR,SOYBEANS,"164,700","165,900","8,564,400",52
2002,"MINNESOTA, SOUTHEAST, OLMSTED",27,90,109,YEAR,SOYBEANS,"73,000","73,500","3,796,000",52
2002,"MINNESOTA, SOUTHEAST, WABASHA",27,90,157,YEAR,SOYBEANS,"35,000","35,400","1,820,000",52
2002,"MINNESOTA, SOUTHEAST, WINONA",27,90,169,YEAR,SOYBEANS,"26,400","26,600","1,425,600",54
2002,"MINNESOTA, SOUTHWEST, COTTONWOOD",27,70,033,YEAR,SOYBEANS,"158,200","159,500","7,435,400",47
2002,"MINNESOTA, SOUTHWEST, JACKSON",27,70,063,YEAR,SOYBEANS,"167,700","169,000","7,714,200",46
2002,"MINNESOTA, SOUTHWEST, LINCOLN",27,70,081,YEAR,SOYBEANS,"98,400","99,200","3,936,000",40
2002,"MINNESOTA, SOUTHWEST, LYON",27,70,083,YEAR,SOYBEANS,"167,000","168,300","7,348,000",44
2002,"MINNESOTA, SOUTHWEST, MURRAY",27,70,101,YEAR,SOYBEANS,"166,000","167,400","7,470,000",45
2002,"MINNESOTA, SOUTHWEST, NOBLES",27,70,105,YEAR,SOYBEANS,"185,300","186,800","8,153,200",44
2002,"MINNESOTA, SOUTHWEST, PIPESTONE",27,70,117,YEAR,SOYBEANS,"92,900","94,400","3,994,700",43
2002,"MINNESOTA, SOUTHWEST, REDWOOD",27,70,127,YEAR,SOYBEANS,"221,800","223,500","9,759,200",44
2002,"MINNESOTA, SOUTHWEST, ROCK",27,70,133,YEAR,SOYBEANS,"119,700","120,600","5,266,800",44
2002,"MINNESOTA, WEST CENTRAL, BIG STONE",27,40,011,YEAR,SOYBEANS,"114,900","116,200","4,481,100",39
2002,"MINNESOTA, WEST CENTRAL, CHIPPEWA",27,40,023,YEAR,SOYBEANS,"121,800","122,800","5,481,000",45
2002,"MINNESOTA, WEST CENTRAL, DOUGLAS",27,40,041,YEAR,SOYBEANS,"71,600","72,200","2,720,800",38
2002,"MINNESOTA, WEST CENTRAL, GRANT",27,40,051,YEAR,SOYBEANS,"125,200","126,700","5,008,000",40
2002,"MINNESOTA, WEST CENTRAL, LAC QUI PARLE",27,40,073,YEAR,SOYBEANS,"175,000","176,400","7,175,000",41
2002,"MINNESOTA, WEST CENTRAL, OTTER TAIL",27,40,111,YEAR,SOYBEANS,"127,700","128,800","4,469,500",35
2002,"MINNESOTA, WEST CENTRAL, POPE",27,40,121,YEAR,SOYBEANS,"87,300","88,700","3,579,300",41
2002,"MINNESOTA, WEST CENTRAL, STEVENS",27,40,149,YEAR,SOYBEANS,"135,200","136,300","5,813,600",43
2002,"MINNESOTA, WEST CENTRAL, SWIFT",27,40,151,YEAR,SOYBEANS,"148,700","151,400","6,245,400",42
2002,"MINNESOTA, WEST CENTRAL, TRAVERSE",27,40,155,YEAR,SOYBEANS,"144,300","145,800","5,772,000",40
2002,"MINNESOTA, WEST CENTRAL, WILKIN",27,40,167,YEAR,SOYBEANS,"139,800","141,000","5,172,600",37
2002,"MINNESOTA, WEST CENTRAL, YELLOW MEDICINE",27,40,173,YEAR,SOYBEANS,"180,900","182,500","7,597,800",42
2003,"MINNESOTA, CENTRAL, BENTON",27,50,009,YEAR,SOYBEANS,"30,000","30,300","720,000",24
2003,"MINNESOTA, CENTRAL, CARVER",27,50,019,YEAR,SOYBEANS,"43,000","43,200","1,333,000",31
2003,"MINNESOTA, CENTRAL, KANDIYOHI",27,50,067,YEAR,SOYBEANS,"122,600","123,300","3,800,600",31
2003,"MINNESOTA, CENTRAL, MCLEOD",27,50,085,YEAR,SOYBEANS,"93,900","94,300","2,629,200",28
2003,"MINNESOTA, CENTRAL, MEEKER",27,50,093,YEAR,SOYBEANS,"116,100","117,000","2,902,500",25
2003,"MINNESOTA, CENTRAL, MORRISON",27,50,097,YEAR,SOYBEANS,"22,400","22,500","515,200",23
2003,"MINNESOTA, CENTRAL, RENVILLE",27,50,129,YEAR,SOYBEANS,"223,200","224,900","7,365,600",33
2003,"MINNESOTA, CENTRAL, SCOTT",27,50,139,YEAR,SOYBEANS,"36,100","36,300","1,119,100",31
2003,"MINNESOTA, CENTRAL, SHERBURNE",27,50,141,YEAR,SOYBEANS,"18,500","18,900","462,500",25
2003,"MINNESOTA, CENTRAL, SIBLEY",27,50,143,YEAR,SOYBEANS,"119,400","120,200","3,582,000",30
2003,"MINNESOTA, CENTRAL, STEARNS",27,50,145,YEAR,SOYBEANS,"98,900","99,400","2,571,400",26
2003,"MINNESOTA, CENTRAL, TODD",27,50,153,YEAR,SOYBEANS,"39,800","40,000","875,600",22
2003,"MINNESOTA, CENTRAL, WADENA",27,50,159,YEAR,SOYBEANS,"6,000","6,100","162,000",27
