LOCATION,YEAR,MONTH,Max_Temperature,Anomaly
ALABAMA,1996,01,55.4,-0.6
ALABAMA,1996,02,59.1,-1.2
ALABAMA,1996,03,62.8,-5.9
ALABAMA,1996,04,73.7,-2.5
ALABAMA,1996,05,85.4,2.4
ALABAMA,1996,06,87.4,-1.6
ALABAMA,1996,07,90.2,-0.5
ALABAMA,1996,08,88.1,-2.3
ALABAMA,1996,09,83.0,-3.0
ALABAMA,1996,10,74.6,-2.2
ALABAMA,1996,11,64.0,-2.7
ALABAMA,1996,12,60.6,2.2
ALABAMA,1997,01,56.0,0.0
ALABAMA,1997,02,60.8,0.5
ALABAMA,1997,03,74.0,5.3
ALABAMA,1997,04,71.6,-4.6
ALABAMA,1997,05,79.2,-3.8
ALABAMA,1997,06,82.9,-6.1
ALABAMA,1997,07,90.2,-0.5
ALABAMA,1997,08,88.4,-2.0
ALABAMA,1997,09,87.2,1.2
ALABAMA,1997,10,75.8,-1.0
ALABAMA,1997,11,60.7,-6.0
ALABAMA,1997,12,54.8,-3.6
ALABAMA,1998,01,57.7,1.7
ALABAMA,1998,02,59.7,-0.6
ALABAMA,1998,03,64.7,-4.0
ALABAMA,1998,04,73.4,-2.8
ALABAMA,1998,05,86.3,3.3
ALABAMA,1998,06,92.3,3.3
ALABAMA,1998,07,91.8,1.1
ALABAMA,1998,08,91.2,0.8
ALABAMA,1998,09,88.2,2.2
ALABAMA,1998,10,80.0,3.2
ALABAMA,1998,11,69.6,2.9
ALABAMA,1998,12,60.8,2.4
ALABAMA,1999,01,61.3,5.3
ALABAMA,1999,02,63.8,3.5
ALABAMA,1999,03,66.2,-2.5
ALABAMA,1999,04,79.2,3.0
ALABAMA,1999,05,82.3,-0.7
ALABAMA,1999,06,86.2,-2.8
ALABAMA,1999,07,90.5,-0.2
ALABAMA,1999,08,94.2,3.8
ALABAMA,1999,09,86.8,0.8
ALABAMA,1999,10,76.6,-0.2
ALABAMA,1999,11,70.1,3.4
ALABAMA,1999,12,59.4,1.0
ALABAMA,2000,01,57.1,1.1
ALABAMA,2000,02,66.2,5.9
ALABAMA,2000,03,72.1,3.4
ALABAMA,2000,04,73.4,-2.8
ALABAMA,2000,05,86.3,3.3
ALABAMA,2000,06,89.4,0.4
ALABAMA,2000,07,94.9,4.2
ALABAMA,2000,08,93.8,3.4
ALABAMA,2000,09,85.2,-0.8
ALABAMA,2000,10,79.7,2.9
ALABAMA,2000,11,63.6,-3.1
ALABAMA,2000,12,49.8,-8.6
ALABAMA,2001,01,52.5,-3.5
ALABAMA,2001,02,64.1,3.8
ALABAMA,2001,03,61.8,-6.9
ALABAMA,2001,04,77.0,0.8
ALABAMA,2001,05,83.4,0.4
ALABAMA,2001,06,86.1,-2.9
ALABAMA,2001,07,90.0,-0.7
ALABAMA,2001,08,88.1,-2.3
ALABAMA,2001,09,82.6,-3.4
ALABAMA,2001,10,74.4,-2.4
ALABAMA,2001,11,73.6,6.9
ALABAMA,2001,12,62.0,3.6
ALABAMA,2002,01,58.3,2.3
ALABAMA,2002,02,58.8,-1.5
ALABAMA,2002,03,68.4,-0.3
ALABAMA,2002,04,78.1,1.9
ALABAMA,2002,05,82.3,-0.7
ALABAMA,2002,06,88.5,-0.5
ALABAMA,2002,07,90.8,0.1
ALABAMA,2002,08,90.8,0.4
ALABAMA,2002,09,86.9,0.9
ALABAMA,2002,10,75.8,-1.0
ALABAMA,2002,11,62.1,-4.6
ALABAMA,2002,12,56.3,-2.1
ALABAMA,2003,01,51.5,-4.5
ALABAMA,2003,02,58.7,-1.6
ALABAMA,2003,03,68.3,-0.4
ALABAMA,2003,04,75.8,-0.4
ALABAMA,2003,05,81.7,-1.3
ALABAMA,2003,06,85.5,-3.5
ALABAMA,2003,07,87.8,-2.9
ALABAMA,2003,08,89.0,-1.4
ALABAMA,2003,09,84.6,-1.4
ALABAMA,2003,10,75.9,-0.9
ALABAMA,2003,11,70.9,4.2
ALABAMA,2003,12,56.3,-2.1
ALABAMA,2004,01,55.8,-0.2
ALABAMA,2004,02,54.6,-5.7
ALABAMA,2004,03,72.5,3.8
ALABAMA,2004,04,75.2,-1.0
ALABAMA,2004,05,84.1,1.1
ALABAMA,2004,06,85.7,-3.3
ALABAMA,2004,07,89.5,-1.2
ALABAMA,2004,08,87.0,-3.4
ALABAMA,2004,09,83.8,-2.2
ALABAMA,2004,10,78.4,1.6
ALABAMA,2004,11,67.5,0.8
ALABAMA,2004,12,56.8,-1.6
ALABAMA,2005,01,60.4,4.4
ALABAMA,2005,02,61.6,1.3
ALABAMA,2005,03,65.4,-3.3
ALABAMA,2005,04,74.2,-2.0
ALABAMA,2005,05,81.2,-1.8
ALABAMA,2005,06,86.6,-2.4
ALABAMA,2005,07,89.5,-1.2
ALABAMA,2005,08,90.0,-0.4
ALABAMA,2005,09,88.7,2.7
ALABAMA,2005,10,76.5,-0.3
ALABAMA,2005,11,68.9,2.2
ALABAMA,2005,12,55.4,-3.0
ALABAMA,2006,01,63.1,7.1
ALABAMA,2006,02,57.3,-3.0
ALABAMA,2006,03,69.2,0.5
ALABAMA,2006,04,81.2,5.0
ALABAMA,2006,05,82.4,-0.6
ALABAMA,2006,06,91.4,2.4
ALABAMA,2006,07,93.9,3.2
ALABAMA,2006,08,93.6,3.2
ALABAMA,2006,09,84.8,-1.2
ALABAMA,2006,10,75.0,-1.8
ALABAMA,2006,11,65.8,-0.9
ALABAMA,2006,12,61.8,3.4
ALABAMA,2007,01,57.0,1.0
ALABAMA,2007,02,57.6,-2.7
ALABAMA,2007,03,74.6,5.9
ALABAMA,2007,04,73.2,-3.0
ALABAMA,2007,05,85.3,2.3
ALABAMA,2007,06,91.8,2.8
ALABAMA,2007,07,89.3,-1.4
ALABAMA,2007,08,96.8,6.4
ALABAMA,2007,09,87.5,1.5
ALABAMA,2007,10,78.3,1.5
ALABAMA,2007,11,67.4,0.7
ALABAMA,2007,12,62.6,4.2
ALABAMA,2008,01,53.9,-2.1
ALABAMA,2008,02,62.2,1.9
ALABAMA,2008,03,69.1,0.4
ALABAMA,2008,04,75.0,-1.2
ALABAMA,2008,05,82.1,-0.9
ALABAMA,2008,06,90.6,1.6
ALABAMA,2008,07,91.6,0.9
ALABAMA,2008,08,88.3,-2.1
ALABAMA,2008,09,84.8,-1.2
ALABAMA,2008,10,74.3,-2.5
ALABAMA,2008,11,64.5,-2.2
ALABAMA,2008,12,60.3,1.9
ALABAMA,2009,01,56.7,0.7
ALABAMA,2009,02,61.5,1.2
ALABAMA,2009,03,68.9,0.2
ALABAMA,2009,04,74.2,-2.0
ALABAMA,2009,05,80.3,-2.7
ALABAMA,2009,06,90.7,1.7
ALABAMA,2009,07,88.9,-1.8
ALABAMA,2009,08,87.8,-2.6
ALABAMA,2009,09,83.5,-2.5
ALABAMA,2009,10,72.8,-4.0
ALABAMA,2009,11,65.7,-1.0
ALABAMA,2009,12,54.1,-4.3
ALABAMA,2010,01,50.8,-5.2
ALABAMA,2010,02,50.8,-9.5
ALABAMA,2010,03,62.6,-6.1
ALABAMA,2010,04,78.6,2.4
ALABAMA,2010,05,84.3,1.3
ALABAMA,2010,06,91.6,2.6
ALABAMA,2010,07,93.2,2.5
ALABAMA,2010,08,93.3,2.9
ALABAMA,2010,09,90.6,4.6
ALABAMA,2010,10,80.1,3.3
ALABAMA,2010,11,68.1,1.4
ALABAMA,2010,12,51.8,-6.6
ALABAMA,2011,01,52.0,-4.0
ALABAMA,2011,02,61.8,1.5
ALABAMA,2011,03,69.9,1.2
ALABAMA,2011,04,78.8,2.6
ALABAMA,2011,05,83.0,0.0
ALABAMA,2011,06,94.0,5.0
ALABAMA,2011,07,91.9,1.2
ALABAMA,2011,08,94.2,3.8
ALABAMA,2011,09,83.4,-2.6
ALABAMA,2011,10,74.6,-2.2
ALABAMA,2011,11,67.5,0.8
ALABAMA,2011,12,60.2,1.8
ALABAMA,2012,01,62.3,6.3
ALABAMA,2012,02,62.3,2.0
ALABAMA,2012,03,76.3,7.6
ALABAMA,2012,04,77.6,1.4
ALABAMA,2012,05,85.3,2.3
ALABAMA,2012,06,88.4,-0.6
ALABAMA,2012,07,92.3,1.6
ALABAMA,2012,08,87.9,-2.5
ALABAMA,2012,09,84.1,-1.9
ALABAMA,2012,10,74.4,-2.4
ALABAMA,2012,11,65.5,-1.2
ALABAMA,2012,12,61.8,3.4
ALABAMA,2013,01,59.9,3.9
ALABAMA,2013,02,58.9,-1.4
ALABAMA,2013,03,62.3,-6.4
ALABAMA,2013,04,74.3,-1.9
ALABAMA,2013,05,79.6,-3.4
ALABAMA,2013,06,87.7,-1.3
ALABAMA,2013,07,86.1,-4.6
ALABAMA,2013,08,87.1,-3.3
ALABAMA,2013,09,86.1,0.1
ALABAMA,2013,10,76.3,-0.5
ALABAMA,2013,11,63.3,-3.4
ALABAMA,2013,12,58.2,-0.2
ALABAMA,2014,01,49.8,-6.2
ALABAMA,2014,02,58.7,-1.6
ALABAMA,2014,03,65.0,-3.7
ALABAMA,2014,04,74.8,-1.4
ALABAMA,2014,05,82.2,-0.8
ALABAMA,2014,06,87.8,-1.2
ALABAMA,2014,07,88.4,-2.3
ALABAMA,2014,08,91.1,0.7
ALABAMA,2014,09,87.0,1.0
ALABAMA,2014,10,78.4,1.6
ALABAMA,2014,11,61.2,-5.5
ALABAMA,2014,12,60.2,1.8
ALABAMA,2015,01,54.6,-1.4
ALABAMA,2015,02,52.6,-7.7
ALABAMA,2015,03,68.8,0.1
ALABAMA,2015,04,76.6,0.4
ALABAMA,2015,05,83.7,0.7
ALABAMA,2015,06,89.5,0.5
ALABAMA,2015,07,91.9,1.2
ALABAMA,2015,08,89.8,-0.6
ALABAMA,2015,09,85.1,-0.9
ALABAMA,2015,10,76.6,-0.2
ALABAMA,2015,11,69.3,2.6
ALABAMA,2015,12,66.8,8.4
ALABAMA,2016,01,53.5,-2.5
ALABAMA,2016,02,61.4,1.1
ALABAMA,2016,03,71.4,2.7
ALABAMA,2016,04,75.9,-0.3
ALABAMA,2016,05,82.0,-1.0
ALABAMA,2016,06,91.0,2.0
ALABAMA,2016,07,92.8,2.1
ALABAMA,2016,08,91.4,1.0
ALABAMA,2016,09,90.8,4.8
ALABAMA,2016,10,83.3,6.5
ALABAMA,2016,11,73.0,6.3
ALABAMA,2016,12,60.6,2.2
ALABAMA,2017,01,62.9,6.9
ALABAMA,2017,02,67.8,7.5
ALABAMA,2017,03,70.7,2.0
ALABAMA,2017,04,80.3,4.1
ALABAMA,2017,05,81.9,-1.1
ALABAMA,2017,06,84.9,-4.1
ALABAMA,2017,07,90.7,0.0
ALABAMA,2017,08,88.0,-2.4
ALABAMA,2017,09,84.5,-1.5
ALABAMA,2017,10,77.2,0.4
ALABAMA,2017,11,68.1,1.4
ALABAMA,2017,12,56.8,-1.6
ALABAMA,2018,01,51.8,-4.2
ALABAMA,2018,02,68.1,7.8
ALABAMA,2018,03,67.3,-1.4
ALABAMA,2018,04,72.7,-3.5
ALABAMA,2018,05,86.1,3.1
ALABAMA,2018,06,89.8,0.8
ALABAMA,2018,07,90.5,-0.2
ALABAMA,2018,08,89.5,-0.9
ALABAMA,2018,09,89.1,3.1
ALABAMA,2018,10,78.1,1.3
ALABAMA,2018,11,60.7,-6.0
ALABAMA,2018,12,58.1,-0.3
ALABAMA,2019,01,56.5,0.5
ARIZONA,1996,01,58.6,2.5
ARIZONA,1996,02,62.8,3.1
ARIZONA,1996,03,66.6,-0.6
ARIZONA,1996,04,76.2,1.9
ARIZONA,1996,05,86.4,3.1
ARIZONA,1996,06,94.8,0.7
ARIZONA,1996,07,96.2,0.8
ARIZONA,1996,08,94.1,1.3
ARIZONA,1996,09,83.6,-4.5
ARIZONA,1996,10,75.2,-1.7
ARIZONA,1996,11,64.6,-0.4
ARIZONA,1996,12,57.3,2.3
ARIZONA,1997,01,52.7,-3.4
ARIZONA,1997,02,58.2,-1.5
ARIZONA,1997,03,71.2,4.0
ARIZONA,1997,04,70.1,-4.2
ARIZONA,1997,05,86.4,3.1
ARIZONA,1997,06,89.9,-4.2
ARIZONA,1997,07,94.9,-0.5
ARIZONA,1997,08,92.3,-0.5
ARIZONA,1997,09,87.9,-0.2
ARIZONA,1997,10,75.0,-1.9
ARIZONA,1997,11,64.7,-0.3
ARIZONA,1997,12,50.8,-4.2
ARIZONA,1998,01,56.5,0.4
ARIZONA,1998,02,52.4,-7.3
ARIZONA,1998,03,62.3,-4.9
ARIZONA,1998,04,67.0,-7.3
ARIZONA,1998,05,78.6,-4.7
ARIZONA,1998,06,88.5,-5.6
ARIZONA,1998,07,95.5,0.1
ARIZONA,1998,08,94.3,1.5
ARIZONA,1998,09,87.4,-0.7
ARIZONA,1998,10,75.1,-1.8
ARIZONA,1998,11,64.9,-0.1
ARIZONA,1998,12,55.9,0.9
ARIZONA,1999,01,59.8,3.7
ARIZONA,1999,02,63.2,3.5
ARIZONA,1999,03,68.8,1.6
ARIZONA,1999,04,67.3,-7.0
ARIZONA,1999,05,81.2,-2.1
ARIZONA,1999,06,90.5,-3.6
ARIZONA,1999,07,90.6,-4.8
ARIZONA,1999,08,91.2,-1.6
ARIZONA,1999,09,86.7,-1.4
ARIZONA,1999,10,81.3,4.4
ARIZONA,1999,11,71.6,6.6
ARIZONA,1999,12,56.0,1.0
ARIZONA,2000,01,59.8,3.7
ARIZONA,2000,02,62.3,2.6
ARIZONA,2000,03,64.1,-3.1
ARIZONA,2000,04,78.3,4.0
ARIZONA,2000,05,88.2,4.9
ARIZONA,2000,06,93.2,-0.9
ARIZONA,2000,07,96.4,1.0
ARIZONA,2000,08,92.7,-0.1
ARIZONA,2000,09,90.2,2.1
ARIZONA,2000,10,72.5,-4.4
ARIZONA,2000,11,56.3,-8.7
ARIZONA,2000,12,58.7,3.7
ARIZONA,2001,01,51.9,-4.2
ARIZONA,2001,02,57.0,-2.7
ARIZONA,2001,03,65.8,-1.4
ARIZONA,2001,04,72.2,-2.1
ARIZONA,2001,05,87.6,4.3
ARIZONA,2001,06,94.3,0.2
ARIZONA,2001,07,93.6,-1.8
ARIZONA,2001,08,93.0,0.2
ARIZONA,2001,09,91.4,3.3
ARIZONA,2001,10,79.8,2.9
ARIZONA,2001,11,66.1,1.1
ARIZONA,2001,12,52.9,-2.1
ARIZONA,2002,01,55.6,-0.5
ARIZONA,2002,02,62.0,2.3
ARIZONA,2002,03,65.7,-1.5
ARIZONA,2002,04,77.9,3.6
ARIZONA,2002,05,84.3,1.0
ARIZONA,2002,06,96.3,2.2
ARIZONA,2002,07,96.6,1.2
ARIZONA,2002,08,94.8,2.0
ARIZONA,2002,09,87.5,-0.6
ARIZONA,2002,10,73.8,-3.1
ARIZONA,2002,11,65.0,0.0
ARIZONA,2002,12,52.7,-2.3
ARIZONA,2003,01,63.0,6.9
ARIZONA,2003,02,56.9,-2.8
ARIZONA,2003,03,64.1,-3.1
ARIZONA,2003,04,70.6,-3.7
ARIZONA,2003,05,84.6,1.3
ARIZONA,2003,06,93.0,-1.1
ARIZONA,2003,07,98.9,3.5
ARIZONA,2003,08,93.3,0.5
ARIZONA,2003,09,89.6,1.5
ARIZONA,2003,10,82.4,5.5
ARIZONA,2003,11,61.2,-3.8
ARIZONA,2003,12,56.3,1.3
ARIZONA,2004,01,54.7,-1.4
ARIZONA,2004,02,54.4,-5.3
ARIZONA,2004,03,72.8,5.6
ARIZONA,2004,04,71.8,-2.5
ARIZONA,2004,05,84.7,1.4
ARIZONA,2004,06,92.8,-1.3
ARIZONA,2004,07,95.1,-0.3
ARIZONA,2004,08,91.8,-1.0
ARIZONA,2004,09,86.4,-1.7
ARIZONA,2004,10,73.0,-3.9
ARIZONA,2004,11,58.5,-6.5
ARIZONA,2004,12,54.4,-0.6
ARIZONA,2005,01,55.4,-0.7
ARIZONA,2005,02,55.4,-4.3
ARIZONA,2005,03,62.5,-4.7
ARIZONA,2005,04,72.6,-1.7
ARIZONA,2005,05,83.9,0.6
ARIZONA,2005,06,90.8,-3.3
ARIZONA,2005,07,98.6,3.2
ARIZONA,2005,08,90.8,-2.0
ARIZONA,2005,09,88.3,0.2
ARIZONA,2005,10,76.9,0.0
ARIZONA,2005,11,67.6,2.6
ARIZONA,2005,12,58.6,3.6
ARIZONA,2006,01,59.0,2.9
ARIZONA,2006,02,63.6,3.9
ARIZONA,2006,03,61.1,-6.1
ARIZONA,2006,04,74.6,0.3
ARIZONA,2006,05,87.0,3.7
ARIZONA,2006,06,96.0,1.9
ARIZONA,2006,07,95.7,0.3
ARIZONA,2006,08,90.7,-2.1
ARIZONA,2006,09,83.7,-4.4
ARIZONA,2006,10,73.9,-3.0
ARIZONA,2006,11,67.7,2.7
ARIZONA,2006,12,55.3,0.3
ARIZONA,2007,01,51.6,-4.5
ARIZONA,2007,02,60.0,0.3
ARIZONA,2007,03,69.6,2.4
ARIZONA,2007,04,74.5,0.2
ARIZONA,2007,05,84.3,1.0
ARIZONA,2007,06,94.3,0.2
ARIZONA,2007,07,95.9,0.5
ARIZONA,2007,08,93.5,0.7
ARIZONA,2007,09,87.7,-0.4
ARIZONA,2007,10,77.7,0.8
ARIZONA,2007,11,70.1,5.1
ARIZONA,2007,12,51.4,-3.6
ARIZONA,2008,01,51.4,-4.7
ARIZONA,2008,02,58.0,-1.7
ARIZONA,2008,03,67.0,-0.2
ARIZONA,2008,04,74.3,0.0
ARIZONA,2008,05,79.4,-3.9
ARIZONA,2008,06,94.4,0.3
ARIZONA,2008,07,93.8,-1.6
ARIZONA,2008,08,92.6,-0.2
ARIZONA,2008,09,88.1,0.0
ARIZONA,2008,10,78.9,2.0
ARIZONA,2008,11,67.3,2.3
ARIZONA,2008,12,54.0,-1.0
ARIZONA,2009,01,58.2,2.1
ARIZONA,2009,02,60.4,0.7
ARIZONA,2009,03,67.6,0.4
ARIZONA,2009,04,72.4,-1.9
ARIZONA,2009,05,86.2,2.9
ARIZONA,2009,06,87.5,-6.6
ARIZONA,2009,07,97.2,1.8
ARIZONA,2009,08,95.0,2.2
ARIZONA,2009,09,88.6,0.5
ARIZONA,2009,10,74.0,-2.9
ARIZONA,2009,11,67.9,2.9
ARIZONA,2009,12,50.8,-4.2
ARIZONA,2010,01,53.9,-2.2
ARIZONA,2010,02,55.5,-4.2
ARIZONA,2010,03,62.8,-4.4
ARIZONA,2010,04,70.9,-3.4
ARIZONA,2010,05,79.2,-4.1
ARIZONA,2010,06,92.6,-1.5
ARIZONA,2010,07,95.1,-0.3
ARIZONA,2010,08,92.1,-0.7
ARIZONA,2010,09,91.2,3.1
ARIZONA,2010,10,76.1,-0.8
ARIZONA,2010,11,62.4,-2.6
ARIZONA,2010,12,58.9,3.9
ARIZONA,2011,01,55.4,-0.7
ARIZONA,2011,02,55.6,-4.1
ARIZONA,2011,03,68.3,1.1
ARIZONA,2011,04,73.9,-0.4
ARIZONA,2011,05,78.8,-4.5
ARIZONA,2011,06,93.1,-1.0
ARIZONA,2011,07,94.7,-0.7
ARIZONA,2011,08,96.3,3.5
ARIZONA,2011,09,89.0,0.9
ARIZONA,2011,10,78.0,1.1
ARIZONA,2011,11,62.3,-2.7
ARIZONA,2011,12,51.6,-3.4
ARIZONA,2012,01,59.4,3.3
ARIZONA,2012,02,59.3,-0.4
ARIZONA,2012,03,67.1,-0.1
ARIZONA,2012,04,76.4,2.1
ARIZONA,2012,05,86.1,2.8
ARIZONA,2012,06,95.8,1.7
ARIZONA,2012,07,93.0,-2.4
ARIZONA,2012,08,93.8,1.0
ARIZONA,2012,09,87.5,-0.6
ARIZONA,2012,10,79.5,2.6
ARIZONA,2012,11,68.9,3.9
ARIZONA,2012,12,54.6,-0.4
ARIZONA,2013,01,51.7,-4.4
ARIZONA,2013,02,55.6,-4.1
ARIZONA,2013,03,69.9,2.7
ARIZONA,2013,04,74.8,0.5
ARIZONA,2013,05,83.1,-0.2
ARIZONA,2013,06,96.6,2.5
ARIZONA,2013,07,93.8,-1.6
ARIZONA,2013,08,91.5,-1.3
ARIZONA,2013,09,85.6,-2.5
ARIZONA,2013,10,74.0,-2.9
ARIZONA,2013,11,64.0,-1.0
ARIZONA,2013,12,54.1,-0.9
ARIZONA,2014,01,61.4,5.3
ARIZONA,2014,02,64.3,4.6
ARIZONA,2014,03,68.3,1.1
ARIZONA,2014,04,74.4,0.1
ARIZONA,2014,05,82.5,-0.8
ARIZONA,2014,06,94.4,0.3
ARIZONA,2014,07,95.2,-0.2
ARIZONA,2014,08,89.4,-3.4
ARIZONA,2014,09,87.2,-0.9
ARIZONA,2014,10,79.4,2.5
ARIZONA,2014,11,66.1,1.1
ARIZONA,2014,12,55.2,0.2
ARIZONA,2015,01,57.1,1.0
ARIZONA,2015,02,66.1,6.4
ARIZONA,2015,03,70.6,3.4
ARIZONA,2015,04,73.7,-0.6
ARIZONA,2015,05,77.2,-6.1
ARIZONA,2015,06,94.1,0.0
ARIZONA,2015,07,91.8,-3.6
ARIZONA,2015,08,94.2,1.4
ARIZONA,2015,09,88.4,0.3
ARIZONA,2015,10,77.0,0.1
ARIZONA,2015,11,61.7,-3.3
ARIZONA,2015,12,53.7,-1.3
ARIZONA,2016,01,54.1,-2.0
ARIZONA,2016,02,66.6,6.9
ARIZONA,2016,03,70.4,3.2
ARIZONA,2016,04,73.1,-1.2
ARIZONA,2016,05,79.7,-3.6
ARIZONA,2016,06,96.5,2.4
ARIZONA,2016,07,96.8,1.4
ARIZONA,2016,08,90.6,-2.2
ARIZONA,2016,09,85.4,-2.7
ARIZONA,2016,10,81.0,4.1
ARIZONA,2016,11,66.4,1.4
ARIZONA,2016,12,56.6,1.6
ARIZONA,2017,01,52.4,-3.7
ARIZONA,2017,02,61.3,1.6
ARIZONA,2017,03,72.1,4.9
ARIZONA,2017,04,75.7,1.4
ARIZONA,2017,05,81.8,-1.5
ARIZONA,2017,06,97.0,2.9
ARIZONA,2017,07,94.9,-0.5
ARIZONA,2017,08,93.0,0.2
ARIZONA,2017,09,86.9,-1.2
ARIZONA,2017,10,81.3,4.4
ARIZONA,2017,11,72.3,7.3
ARIZONA,2017,12,61.1,6.1
ARIZONA,2018,01,61.9,5.8
ARIZONA,2018,02,60.4,0.7
ARIZONA,2018,03,66.4,-0.8
ARIZONA,2018,04,78.9,4.6
ARIZONA,2018,05,85.0,1.7
ARIZONA,2018,06,95.5,1.4
ARIZONA,2018,07,96.2,0.8
ARIZONA,2018,08,93.7,0.9
ARIZONA,2018,09,90.9,2.8
ARIZONA,2018,10,71.2,-5.7
ARIZONA,2018,11,63.6,-1.4
ARIZONA,2018,12,54.7,-0.3
ARIZONA,2019,01,54.2,-1.9
ARKANSAS,1996,01,49.2,-1.1
ARKANSAS,1996,02,57.0,3.1
ARKANSAS,1996,03,58.0,-5.8
ARKANSAS,1996,04,71.0,-2.0
ARKANSAS,1996,05,82.2,2.1
ARKANSAS,1996,06,86.8,-1.1
ARKANSAS,1996,07,89.2,-1.7
ARKANSAS,1996,08,87.9,-3.0
ARKANSAS,1996,09,81.1,-3.6
ARKANSAS,1996,10,73.2,-0.8
ARKANSAS,1996,11,55.1,-7.2
ARKANSAS,1996,12,54.5,2.4
ARKANSAS,1997,01,48.3,-2.0
ARKANSAS,1997,02,54.8,0.9
ARKANSAS,1997,03,67.2,3.4
ARKANSAS,1997,04,67.4,-5.6
ARKANSAS,1997,05,78.0,-2.1
ARKANSAS,1997,06,84.6,-3.3
ARKANSAS,1997,07,92.6,1.7
ARKANSAS,1997,08,88.3,-2.6
ARKANSAS,1997,09,85.5,0.8
ARKANSAS,1997,10,73.0,-1.0
ARKANSAS,1997,11,56.1,-6.2
ARKANSAS,1997,12,48.6,-3.5
ARKANSAS,1998,01,52.4,2.1
ARKANSAS,1998,02,56.2,2.3
ARKANSAS,1998,03,59.3,-4.5
ARKANSAS,1998,04,71.8,-1.2
ARKANSAS,1998,05,84.2,4.1
ARKANSAS,1998,06,90.6,2.7
ARKANSAS,1998,07,95.1,4.2
ARKANSAS,1998,08,92.1,1.2
ARKANSAS,1998,09,89.2,4.5
ARKANSAS,1998,10,75.8,1.8
ARKANSAS,1998,11,63.5,1.2
ARKANSAS,1998,12,53.2,1.1
ARKANSAS,1999,01,52.9,2.6
ARKANSAS,1999,02,61.1,7.2
ARKANSAS,1999,03,59.7,-4.1
ARKANSAS,1999,04,74.0,1.0
ARKANSAS,1999,05,79.9,-0.2
ARKANSAS,1999,06,86.1,-1.8
ARKANSAS,1999,07,92.0,1.1
ARKANSAS,1999,08,94.9,4.0
ARKANSAS,1999,09,85.7,1.0
ARKANSAS,1999,10,76.5,2.5
ARKANSAS,1999,11,69.3,7.0
ARKANSAS,1999,12,55.2,3.1
ARKANSAS,2000,01,51.8,1.5
ARKANSAS,2000,02,61.2,7.3
ARKANSAS,2000,03,66.0,2.2
ARKANSAS,2000,04,70.9,-2.1
ARKANSAS,2000,05,80.8,0.7
ARKANSAS,2000,06,84.7,-3.2
ARKANSAS,2000,07,91.2,0.3
ARKANSAS,2000,08,97.4,6.5
ARKANSAS,2000,09,87.2,2.5
ARKANSAS,2000,10,76.7,2.7
ARKANSAS,2000,11,55.9,-6.4
ARKANSAS,2000,12,40.4,-11.7
ARKANSAS,2001,01,46.5,-3.8
ARKANSAS,2001,02,55.5,1.6
ARKANSAS,2001,03,57.9,-5.9
ARKANSAS,2001,04,76.5,3.5
ARKANSAS,2001,05,81.6,1.5
ARKANSAS,2001,06,86.4,-1.5
ARKANSAS,2001,07,92.3,1.4
ARKANSAS,2001,08,91.8,0.9
ARKANSAS,2001,09,82.4,-2.3
ARKANSAS,2001,10,73.0,-1.0
ARKANSAS,2001,11,66.9,4.6
ARKANSAS,2001,12,55.1,3.0
ARKANSAS,2002,01,53.5,3.2
ARKANSAS,2002,02,53.6,-0.3
ARKANSAS,2002,03,59.1,-4.7
ARKANSAS,2002,04,74.7,1.7
ARKANSAS,2002,05,77.3,-2.8
ARKANSAS,2002,06,87.1,-0.8
ARKANSAS,2002,07,90.4,-0.5
ARKANSAS,2002,08,90.5,-0.4
ARKANSAS,2002,09,86.7,2.0
ARKANSAS,2002,10,69.4,-4.6
ARKANSAS,2002,11,59.3,-3.0
ARKANSAS,2002,12,52.1,0.0
ARKANSAS,2003,01,47.3,-3.0
ARKANSAS,2003,02,48.7,-5.2
ARKANSAS,2003,03,62.8,-1.0
ARKANSAS,2003,04,74.4,1.4
ARKANSAS,2003,05,79.8,-0.3
ARKANSAS,2003,06,82.9,-5.0
ARKANSAS,2003,07,90.2,-0.7
ARKANSAS,2003,08,91.4,0.5
ARKANSAS,2003,09,81.4,-3.3
ARKANSAS,2003,10,75.2,1.2
ARKANSAS,2003,11,64.7,2.4
ARKANSAS,2003,12,52.8,0.7
ARKANSAS,2004,01,51.1,0.8
ARKANSAS,2004,02,50.3,-3.6
ARKANSAS,2004,03,67.2,3.4
ARKANSAS,2004,04,72.1,-0.9
ARKANSAS,2004,05,80.5,0.4
ARKANSAS,2004,06,84.8,-3.1
ARKANSAS,2004,07,87.4,-3.5
ARKANSAS,2004,08,86.2,-4.7
ARKANSAS,2004,09,85.8,1.1
ARKANSAS,2004,10,75.8,1.8
ARKANSAS,2004,11,62.3,0.0
ARKANSAS,2004,12,52.7,0.6
ARKANSAS,2005,01,53.3,3.0
ARKANSAS,2005,02,56.7,2.8
ARKANSAS,2005,03,62.0,-1.8
ARKANSAS,2005,04,72.7,-0.3
ARKANSAS,2005,05,79.9,-0.2
ARKANSAS,2005,06,89.0,1.1
ARKANSAS,2005,07,91.1,0.2
ARKANSAS,2005,08,93.8,2.9
ARKANSAS,2005,09,89.3,4.6
ARKANSAS,2005,10,74.6,0.6
ARKANSAS,2005,11,66.2,3.9
ARKANSAS,2005,12,51.4,-0.7
ARKANSAS,2006,01,59.1,8.8
