LOCATION,YEAR,MONTH,Max_Temperature,Anomaly
ILLINOIS,1998,02,46.9,7.8
ILLINOIS,1998,03,48.4,-3.5
ILLINOIS,1998,04,62.7,-2.2
ILLINOIS,1998,05,77.8,3.2
ILLINOIS,1998,06,81.5,-1.6
ILLINOIS,1998,07,85.0,-0.7
ILLINOIS,1998,08,84.9,0.2
ILLINOIS,1998,09,82.8,3.7
ILLINOIS,1998,10,67.7,1.6
ILLINOIS,1998,11,55.0,2.7
ILLINOIS,1998,12,44.1,5.3
ILLINOIS,1999,01,33.3,-1.9
ILLINOIS,1999,02,45.8,6.7
ILLINOIS,1999,03,48.4,-3.5
ILLINOIS,1999,04,64.1,-0.8
ILLINOIS,1999,05,75.3,0.7
ILLINOIS,1999,06,82.4,-0.7
ILLINOIS,1999,07,89.2,3.5
ILLINOIS,1999,08,83.3,-1.4
ILLINOIS,1999,09,79.7,0.6
ILLINOIS,1999,10,67.8,1.7
ILLINOIS,1999,11,60.7,8.4
ILLINOIS,1999,12,41.2,2.4
ILLINOIS,2000,01,36.0,0.8
ILLINOIS,2000,02,46.4,7.3
ILLINOIS,2000,03,57.5,5.6
ILLINOIS,2000,04,63.7,-1.2
ILLINOIS,2000,05,75.8,1.2
ILLINOIS,2000,06,80.4,-2.7
ILLINOIS,2000,07,82.9,-2.8
ILLINOIS,2000,08,85.0,0.3
ILLINOIS,2000,09,78.6,-0.5
ILLINOIS,2000,10,69.6,3.5
ILLINOIS,2000,11,47.1,-5.2
ILLINOIS,2000,12,25.9,-12.9
ILLINOIS,2001,01,33.3,-1.9
ILLINOIS,2001,02,39.6,0.5
ILLINOIS,2001,03,46.8,-5.1
ILLINOIS,2001,04,69.8,4.9
ILLINOIS,2001,05,75.9,1.3
ILLINOIS,2001,06,80.4,-2.7
ILLINOIS,2001,07,86.6,0.9
ILLINOIS,2001,08,85.6,0.9
ILLINOIS,2001,09,76.4,-2.7
ILLINOIS,2001,10,64.6,-1.5
ILLINOIS,2001,11,61.1,8.8
ILLINOIS,2001,12,43.8,5.0
ILLINOIS,2002,01,42.6,7.4
ILLINOIS,2002,02,43.7,4.6
ILLINOIS,2002,03,47.7,-4.2
ILLINOIS,2002,04,64.3,-0.6
ILLINOIS,2002,05,69.9,-4.7
ILLINOIS,2002,06,84.7,1.6
ILLINOIS,2002,07,89.1,3.4
ILLINOIS,2002,08,85.5,0.8
ILLINOIS,2002,09,82.1,3.0
ILLINOIS,2002,10,62.0,-4.1
ILLINOIS,2002,11,48.4,-3.9
ILLINOIS,2002,12,40.8,2.0
ILLINOIS,2003,01,31.2,-4.0
ILLINOIS,2003,02,34.9,-4.2
ILLINOIS,2003,03,52.8,0.9
ILLINOIS,2003,04,65.3,0.4
ILLINOIS,2003,05,71.7,-2.9
ILLINOIS,2003,06,78.9,-4.2
ILLINOIS,2003,07,85.4,-0.3
ILLINOIS,2003,08,86.5,1.8
ILLINOIS,2003,09,75.9,-3.2
ILLINOIS,2003,10,66.9,0.8
ILLINOIS,2003,11,53.9,1.6
ILLINOIS,2003,12,41.3,2.5
ILLINOIS,2004,01,32.7,-2.5
ILLINOIS,2004,02,38.9,-0.2
ILLINOIS,2004,03,55.0,3.1
ILLINOIS,2004,04,66.0,1.1
ILLINOIS,2004,05,76.2,1.6
ILLINOIS,2004,06,80.4,-2.7
ILLINOIS,2004,07,82.6,-3.1
ILLINOIS,2004,08,79.5,-5.2
ILLINOIS,2004,09,80.8,1.7
ILLINOIS,2004,10,65.9,-0.2
ILLINOIS,2004,11,53.4,1.1
ILLINOIS,2004,12,39.6,0.8
ILLINOIS,2005,01,36.5,1.3
ILLINOIS,2005,02,43.9,4.8
ILLINOIS,2005,03,48.9,-3.0
ILLINOIS,2005,04,67.4,2.5
ILLINOIS,2005,05,73.4,-1.2
ILLINOIS,2005,06,86.6,3.5
ILLINOIS,2005,07,87.6,1.9
ILLINOIS,2005,08,86.5,1.8
ILLINOIS,2005,09,82.9,3.8
ILLINOIS,2005,10,67.1,1.0
ILLINOIS,2005,11,54.6,2.3
ILLINOIS,2005,12,32.9,-5.9
ILLINOIS,2006,01,45.6,10.4
ILLINOIS,2006,02,41.1,2.0
ILLINOIS,2006,03,51.2,-0.7
ILLINOIS,2006,04,69.7,4.8
ILLINOIS,2006,05,72.6,-2.0
ILLINOIS,2006,06,82.6,-0.5
ILLINOIS,2006,07,87.6,1.9
ILLINOIS,2006,08,84.7,0.0
ILLINOIS,2006,09,74.6,-4.5
ILLINOIS,2006,10,62.2,-3.9
ILLINOIS,2006,11,53.6,1.3
ILLINOIS,2006,12,43.6,4.8
ILLINOIS,2007,01,37.9,2.7
ILLINOIS,2007,02,29.9,-9.2
ILLINOIS,2007,03,58.5,6.6
ILLINOIS,2007,04,61.6,-3.3
ILLINOIS,2007,05,79.4,4.8
ILLINOIS,2007,06,83.9,0.8
ILLINOIS,2007,07,84.4,-1.3
ILLINOIS,2007,08,89.4,4.7
ILLINOIS,2007,09,83.1,4.0
ILLINOIS,2007,10,71.3,5.2
ILLINOIS,2007,11,52.3,0.0
ILLINOIS,2007,12,37.4,-1.4
ILLINOIS,2008,01,36.6,1.4
ILLINOIS,2008,02,33.7,-5.4
ILLINOIS,2008,03,48.4,-3.5
ILLINOIS,2008,04,62.0,-2.9
ILLINOIS,2008,05,70.2,-4.4
ILLINOIS,2008,06,83.8,0.7
ILLINOIS,2008,07,84.9,-0.8
ILLINOIS,2008,08,83.0,-1.7
ILLINOIS,2008,09,77.9,-1.2
ILLINOIS,2008,10,65.7,-0.4
ILLINOIS,2008,11,50.1,-2.2
ILLINOIS,2008,12,36.6,-2.2
ILLINOIS,2009,01,29.3,-5.9
ILLINOIS,2009,02,42.2,3.1
ILLINOIS,2009,03,54.3,2.4
ILLINOIS,2009,04,62.1,-2.8
ILLINOIS,2009,05,73.5,-1.1
ILLINOIS,2009,06,83.2,0.1
ILLINOIS,2009,07,79.9,-5.8
ILLINOIS,2009,08,81.0,-3.7
ILLINOIS,2009,09,76.5,-2.6
ILLINOIS,2009,10,58.4,-7.7
ILLINOIS,2009,11,56.5,4.2
ILLINOIS,2009,12,36.0,-2.8
ILLINOIS,2010,01,28.4,-6.8
ILLINOIS,2010,02,33.5,-5.6
ILLINOIS,2010,03,53.6,1.7
ILLINOIS,2010,04,71.4,6.5
ILLINOIS,2010,05,74.7,0.1
ILLINOIS,2010,06,85.0,1.9
ILLINOIS,2010,07,87.7,2.0
ILLINOIS,2010,08,87.9,3.2
ILLINOIS,2010,09,78.9,-0.2
ILLINOIS,2010,10,70.6,4.5
ILLINOIS,2010,11,54.7,2.4
ILLINOIS,2010,12,31.1,-7.7
ILLINOIS,2011,01,30.3,-4.9
ILLINOIS,2011,02,38.5,-0.6
ILLINOIS,2011,03,50.6,-1.3
ILLINOIS,2011,04,63.7,-1.2
ILLINOIS,2011,05,72.5,-2.1
ILLINOIS,2011,06,82.9,-0.2
ILLINOIS,2011,07,90.2,4.5
ILLINOIS,2011,08,86.3,1.6
ILLINOIS,2011,09,74.4,-4.7
ILLINOIS,2011,10,67.8,1.7
ILLINOIS,2011,11,54.4,2.1
ILLINOIS,2011,12,43.4,4.6
ILLINOIS,2012,01,41.0,5.8
ILLINOIS,2012,02,44.4,5.3
ILLINOIS,2012,03,66.8,14.9
ILLINOIS,2012,04,66.7,1.8
ILLINOIS,2012,05,80.5,5.9
ILLINOIS,2012,06,85.4,2.3
ILLINOIS,2012,07,94.4,8.7
ILLINOIS,2012,08,86.9,2.2
ILLINOIS,2012,09,76.9,-2.2
ILLINOIS,2012,10,63.0,-3.1
ILLINOIS,2012,11,51.6,-0.7
ILLINOIS,2012,12,44.6,5.8
ILLINOIS,2013,01,38.4,3.2
ILLINOIS,2013,02,38.0,-1.1
ILLINOIS,2013,03,42.3,-9.6
ILLINOIS,2013,04,61.0,-3.9
ILLINOIS,2013,05,74.6,0.0
ILLINOIS,2013,06,81.6,-1.5
ILLINOIS,2013,07,83.0,-2.7
ILLINOIS,2013,08,83.8,-0.9
ILLINOIS,2013,09,81.1,2.0
ILLINOIS,2013,10,65.7,-0.4
ILLINOIS,2013,11,48.4,-3.9
ILLINOIS,2013,12,35.2,-3.6
ILLINOIS,2014,01,29.3,-5.9
ILLINOIS,2014,02,29.0,-10.1
ILLINOIS,2014,03,45.3,-6.6
ILLINOIS,2014,04,64.1,-0.8
ILLINOIS,2014,05,74.5,-0.1
ILLINOIS,2014,06,82.8,-0.3
ILLINOIS,2014,07,80.9,-4.8
ILLINOIS,2014,08,83.3,-1.4
ILLINOIS,2014,09,76.4,-2.7
ILLINOIS,2014,10,64.7,-1.4
ILLINOIS,2014,11,43.6,-8.7
ILLINOIS,2014,12,39.8,1.0
ILLINOIS,2015,01,33.8,-1.4
ILLINOIS,2015,02,28.9,-10.2
ILLINOIS,2015,03,48.9,-3.0
ILLINOIS,2015,04,66.3,1.4
ILLINOIS,2015,05,75.3,0.7
ILLINOIS,2015,06,81.0,-2.1
ILLINOIS,2015,07,83.6,-2.1
ILLINOIS,2015,08,82.4,-2.3
ILLINOIS,2015,09,82.0,2.9
ILLINOIS,2015,10,67.5,1.4
ILLINOIS,2015,11,56.4,4.1
ILLINOIS,2015,12,48.3,9.5
ILLINOIS,2016,01,34.8,-0.4
ILLINOIS,2016,02,42.3,3.2
ILLINOIS,2016,03,57.0,5.1
ILLINOIS,2016,04,64.4,-0.5
ILLINOIS,2016,05,72.6,-2.0
ILLINOIS,2016,06,86.2,3.1
ILLINOIS,2016,07,84.9,-0.8
ILLINOIS,2016,08,84.8,0.1
ILLINOIS,2016,09,81.6,2.5
ILLINOIS,2016,10,70.6,4.5
ILLINOIS,2016,11,58.4,6.1
ILLINOIS,2016,12,36.1,-2.7
ILLINOIS,2017,01,39.4,4.2
ILLINOIS,2017,02,52.0,12.9
ILLINOIS,2017,03,52.9,1.0
ILLINOIS,2017,04,67.4,2.5
ILLINOIS,2017,05,72.5,-2.1
ILLINOIS,2017,06,84.5,1.4
ILLINOIS,2017,07,86.8,1.1
ILLINOIS,2017,08,81.6,-3.1
ILLINOIS,2017,09,81.7,2.6
ILLINOIS,2017,10,68.2,2.1
ILLINOIS,2017,11,51.8,-0.5
ILLINOIS,2017,12,38.8,0.0
ILLINOIS,2018,01,33.5,-1.7
ILLINOIS,2018,02,41.5,2.4
ILLINOIS,2018,03,48.4,-3.5
ILLINOIS,2018,04,56.2,-8.7
ILLINOIS,2018,05,82.4,7.8
ILLINOIS,2018,06,85.1,2.0
ILLINOIS,2018,07,85.3,-0.4
ILLINOIS,2018,08,84.8,0.1
ILLINOIS,2018,09,81.0,1.9
ILLINOIS,2018,10,64.6,-1.5
ILLINOIS,2018,11,42.6,-9.7
ILLINOIS,2018,12,42.2,3.4
ILLINOIS,2019,01,33.4,-1.8
INDIANA,1996,01,33.8,-1.9
INDIANA,1996,02,39.3,-0.1
INDIANA,1996,03,44.6,-7.0
INDIANA,1996,04,59.9,-4.6
INDIANA,1996,05,70.7,-3.5
INDIANA,1996,06,81.0,-1.3
INDIANA,1996,07,82.6,-1.9
INDIANA,1996,08,83.8,0.1
INDIANA,1996,09,75.0,-3.2
INDIANA,1996,10,66.2,0.5
INDIANA,1996,11,43.2,-9.2
INDIANA,1996,12,40.2,0.6
INDIANA,1997,01,31.6,-4.1
INDIANA,1997,02,42.5,3.1
INDIANA,1997,03,52.4,0.8
INDIANA,1997,04,59.1,-5.4
INDIANA,1997,05,67.3,-6.9
INDIANA,1997,06,78.4,-3.9
INDIANA,1997,07,84.9,0.4
INDIANA,1997,08,80.0,-3.7
INDIANA,1997,09,76.9,-1.3
INDIANA,1997,10,65.4,-0.3
INDIANA,1997,11,46.1,-6.3
INDIANA,1997,12,39.0,-0.6
INDIANA,1998,01,40.9,5.2
INDIANA,1998,02,47.2,7.8
INDIANA,1998,03,49.7,-1.9
INDIANA,1998,04,63.1,-1.4
INDIANA,1998,05,77.3,3.1
INDIANA,1998,06,81.0,-1.3
INDIANA,1998,07,83.6,-0.9
INDIANA,1998,08,84.2,0.5
INDIANA,1998,09,82.6,4.4
INDIANA,1998,10,67.4,1.7
INDIANA,1998,11,55.0,2.6
INDIANA,1998,12,45.3,5.7
INDIANA,1999,01,36.1,0.4
INDIANA,1999,02,45.2,5.8
INDIANA,1999,03,47.2,-4.4
INDIANA,1999,04,64.2,-0.3
INDIANA,1999,05,75.8,1.6
INDIANA,1999,06,82.4,0.1
INDIANA,1999,07,88.7,4.2
INDIANA,1999,08,83.4,-0.3
INDIANA,1999,09,81.5,3.3
INDIANA,1999,10,66.4,0.7
INDIANA,1999,11,59.6,7.2
INDIANA,1999,12,41.4,1.8
INDIANA,2000,01,35.7,0.0
INDIANA,2000,02,45.8,6.4
INDIANA,2000,03,57.1,5.5
INDIANA,2000,04,62.4,-2.1
INDIANA,2000,05,75.1,0.9
INDIANA,2000,06,80.7,-1.6
INDIANA,2000,07,82.1,-2.4
INDIANA,2000,08,82.5,-1.2
INDIANA,2000,09,76.2,-2.0
INDIANA,2000,10,69.3,3.6
INDIANA,2000,11,48.8,-3.6
INDIANA,2000,12,27.6,-12.0
INDIANA,2001,01,34.6,-1.1
INDIANA,2001,02,41.9,2.5
INDIANA,2001,03,46.7,-4.9
INDIANA,2001,04,68.6,4.1
INDIANA,2001,05,75.7,1.5
INDIANA,2001,06,79.6,-2.7
INDIANA,2001,07,84.8,0.3
INDIANA,2001,08,84.4,0.7
INDIANA,2001,09,75.4,-2.8
INDIANA,2001,10,64.4,-1.3
INDIANA,2001,11,60.7,8.3
INDIANA,2001,12,44.5,4.9
INDIANA,2002,01,42.8,7.1
INDIANA,2002,02,44.7,5.3
INDIANA,2002,03,48.0,-3.6
INDIANA,2002,04,64.3,-0.2
INDIANA,2002,05,69.4,-4.8
INDIANA,2002,06,84.0,1.7
INDIANA,2002,07,88.3,3.8
INDIANA,2002,08,85.6,1.9
INDIANA,2002,09,82.1,3.9
INDIANA,2002,10,62.1,-3.6
INDIANA,2002,11,48.0,-4.4
INDIANA,2002,12,39.1,-0.5
INDIANA,2003,01,29.8,-5.9
INDIANA,2003,02,33.5,-5.9
INDIANA,2003,03,53.5,1.9
INDIANA,2003,04,65.1,0.6
INDIANA,2003,05,70.7,-3.5
INDIANA,2003,06,78.0,-4.3
INDIANA,2003,07,83.6,-0.9
INDIANA,2003,08,84.4,0.7
INDIANA,2003,09,74.8,-3.4
INDIANA,2003,10,64.8,-0.9
INDIANA,2003,11,55.2,2.8
INDIANA,2003,12,40.6,1.0
INDIANA,2004,01,32.4,-3.3
INDIANA,2004,02,38.8,-0.6
INDIANA,2004,03,54.0,2.4
INDIANA,2004,04,65.0,0.5
INDIANA,2004,05,76.2,2.0
INDIANA,2004,06,80.0,-2.3
INDIANA,2004,07,81.8,-2.7
INDIANA,2004,08,79.1,-4.6
INDIANA,2004,09,79.8,1.6
INDIANA,2004,10,65.6,-0.1
INDIANA,2004,11,53.8,1.4
INDIANA,2004,12,39.4,-0.2
INDIANA,2005,01,37.3,1.6
INDIANA,2005,02,42.8,3.4
INDIANA,2005,03,46.8,-4.8
INDIANA,2005,04,66.0,1.5
INDIANA,2005,05,71.6,-2.6
INDIANA,2005,06,84.4,2.1
INDIANA,2005,07,85.8,1.3
INDIANA,2005,08,85.4,1.7
INDIANA,2005,09,81.4,3.2
INDIANA,2005,10,65.8,0.1
INDIANA,2005,11,55.2,2.8
INDIANA,2005,12,33.5,-6.1
INDIANA,2006,01,46.8,11.1
INDIANA,2006,02,41.0,1.6
INDIANA,2006,03,50.1,-1.5
INDIANA,2006,04,68.2,3.7
INDIANA,2006,05,70.7,-3.5
INDIANA,2006,06,80.9,-1.4
INDIANA,2006,07,85.4,0.9
INDIANA,2006,08,83.7,0.0
INDIANA,2006,09,72.7,-5.5
INDIANA,2006,10,61.5,-4.2
INDIANA,2006,11,52.9,0.5
INDIANA,2006,12,45.8,6.2
INDIANA,2007,01,39.2,3.5
INDIANA,2007,02,28.7,-10.7
INDIANA,2007,03,57.8,6.2
INDIANA,2007,04,60.5,-4.0
INDIANA,2007,05,79.2,5.0
INDIANA,2007,06,84.0,1.7
INDIANA,2007,07,83.5,-1.0
INDIANA,2007,08,88.6,4.9
INDIANA,2007,09,82.2,4.0
INDIANA,2007,10,71.3,5.6
INDIANA,2007,11,51.6,-0.8
INDIANA,2007,12,39.4,-0.2
INDIANA,2008,01,36.7,1.0
INDIANA,2008,02,36.0,-3.4
INDIANA,2008,03,47.5,-4.1
INDIANA,2008,04,63.8,-0.7
INDIANA,2008,05,69.2,-5.0
INDIANA,2008,06,83.1,0.8
INDIANA,2008,07,84.0,-0.5
INDIANA,2008,08,82.7,-1.0
INDIANA,2008,09,79.8,1.6
INDIANA,2008,10,65.9,0.2
INDIANA,2008,11,49.7,-2.7
INDIANA,2008,12,38.4,-1.2
INDIANA,2009,01,29.7,-6.0
INDIANA,2009,02,41.9,2.5
INDIANA,2009,03,55.4,3.8
INDIANA,2009,04,62.2,-2.3
INDIANA,2009,05,73.2,-1.0
INDIANA,2009,06,82.0,-0.3
INDIANA,2009,07,79.0,-5.5
INDIANA,2009,08,81.1,-2.6
INDIANA,2009,09,75.9,-2.3
INDIANA,2009,10,59.5,-6.2
INDIANA,2009,11,56.0,3.6
INDIANA,2009,12,37.3,-2.3
INDIANA,2010,01,30.4,-5.3
INDIANA,2010,02,33.0,-6.4
INDIANA,2010,03,54.0,2.4
INDIANA,2010,04,70.2,5.7
INDIANA,2010,05,74.8,0.6
INDIANA,2010,06,84.3,2.0
INDIANA,2010,07,86.9,2.4
INDIANA,2010,08,87.2,3.5
INDIANA,2010,09,80.5,2.3
INDIANA,2010,10,70.0,4.3
INDIANA,2010,11,54.6,2.2
INDIANA,2010,12,31.4,-8.2
INDIANA,2011,01,31.0,-4.7
INDIANA,2011,02,39.5,0.1
INDIANA,2011,03,50.8,-0.8
INDIANA,2011,04,63.8,-0.7
INDIANA,2011,05,72.2,-2.0
INDIANA,2011,06,82.7,0.4
INDIANA,2011,07,89.6,5.1
INDIANA,2011,08,85.0,1.3
INDIANA,2011,09,73.6,-4.6
INDIANA,2011,10,66.1,0.4
INDIANA,2011,11,55.7,3.3
INDIANA,2011,12,44.1,4.5
INDIANA,2012,01,41.1,5.4
INDIANA,2012,02,43.9,4.5
INDIANA,2012,03,66.7,15.1
INDIANA,2012,04,65.3,0.8
INDIANA,2012,05,80.4,6.2
INDIANA,2012,06,85.0,2.7
INDIANA,2012,07,92.8,8.3
INDIANA,2012,08,84.8,1.1
INDIANA,2012,09,75.5,-2.7
INDIANA,2012,10,62.3,-3.4
INDIANA,2012,11,50.8,-1.6
INDIANA,2012,12,45.3,5.7
INDIANA,2013,01,38.6,2.9
INDIANA,2013,02,38.1,-1.3
INDIANA,2013,03,42.8,-8.8
INDIANA,2013,04,62.0,-2.5
INDIANA,2013,05,75.4,1.2
INDIANA,2013,06,81.0,-1.3
INDIANA,2013,07,82.0,-2.5
INDIANA,2013,08,82.6,-1.1
INDIANA,2013,09,79.3,1.1
INDIANA,2013,10,65.3,-0.4
INDIANA,2013,11,48.4,-4.0
INDIANA,2013,12,37.6,-2.0
INDIANA,2014,01,29.1,-6.6
INDIANA,2014,02,31.2,-8.2
INDIANA,2014,03,45.3,-6.3
INDIANA,2014,04,64.4,-0.1
INDIANA,2014,05,74.1,-0.1
INDIANA,2014,06,82.6,0.3
INDIANA,2014,07,80.1,-4.4
INDIANA,2014,08,82.4,-1.3
INDIANA,2014,09,75.8,-2.4
INDIANA,2014,10,64.1,-1.6
INDIANA,2014,11,44.2,-8.2
INDIANA,2014,12,40.6,1.0
INDIANA,2015,01,33.5,-2.2
INDIANA,2015,02,29.1,-10.3
INDIANA,2015,03,47.4,-4.2
INDIANA,2015,04,64.6,0.1
INDIANA,2015,05,76.3,2.1
INDIANA,2015,06,80.3,-2.0
INDIANA,2015,07,82.7,-1.8
INDIANA,2015,08,81.6,-2.1
INDIANA,2015,09,81.0,2.8
INDIANA,2015,10,66.9,1.2
INDIANA,2015,11,57.0,4.6
INDIANA,2015,12,49.8,10.2
INDIANA,2016,01,35.7,0.0
INDIANA,2016,02,42.7,3.3
INDIANA,2016,03,57.1,5.5
INDIANA,2016,04,64.0,-0.5
INDIANA,2016,05,71.5,-2.7
INDIANA,2016,06,84.4,2.1
INDIANA,2016,07,84.5,0.0
INDIANA,2016,08,85.0,1.3
INDIANA,2016,09,81.2,3.0
INDIANA,2016,10,70.4,4.7
INDIANA,2016,11,57.7,5.3
INDIANA,2016,12,37.2,-2.4
INDIANA,2017,01,41.2,5.5
INDIANA,2017,02,51.7,12.3
INDIANA,2017,03,52.0,0.4
INDIANA,2017,04,68.4,3.9
INDIANA,2017,05,71.6,-2.6
INDIANA,2017,06,82.8,0.5
INDIANA,2017,07,84.5,0.0
INDIANA,2017,08,81.1,-2.6
INDIANA,2017,09,79.2,1.0
INDIANA,2017,10,67.6,1.9
INDIANA,2017,11,51.9,-0.5
INDIANA,2017,12,38.0,-1.6
INDIANA,2018,01,33.4,-2.3
INDIANA,2018,02,44.5,5.1
INDIANA,2018,03,47.4,-4.2
INDIANA,2018,04,56.4,-8.1
INDIANA,2018,05,81.6,7.4
INDIANA,2018,06,83.5,1.2
INDIANA,2018,07,84.7,0.2
INDIANA,2018,08,83.7,0.0
INDIANA,2018,09,79.9,1.7
INDIANA,2018,10,65.4,-0.3
INDIANA,2018,11,43.9,-8.5
INDIANA,2018,12,42.9,3.3
INDIANA,2019,01,34.8,-0.9
IOWA,1996,01,25.3,-3.6
IOWA,1996,02,32.8,0.2
IOWA,1996,03,41.5,-5.3
IOWA,1996,04,58.5,-2.5
IOWA,1996,05,65.5,-6.3
IOWA,1996,06,79.6,-1.2
IOWA,1996,07,81.2,-3.0
IOWA,1996,08,80.5,-1.5
IOWA,1996,09,71.5,-4.6
IOWA,1996,10,63.7,1.1
IOWA,1996,11,36.4,-11.4
IOWA,1996,12,27.1,-5.5
IOWA,1997,01,23.9,-5.0
IOWA,1997,02,32.5,-0.1
IOWA,1997,03,47.9,1.1
IOWA,1997,04,55.5,-5.5
IOWA,1997,05,66.2,-5.6
IOWA,1997,06,82.2,1.4
IOWA,1997,07,83.7,-0.5
IOWA,1997,08,79.8,-2.2
IOWA,1997,09,75.8,-0.3
IOWA,1997,10,63.8,1.2
IOWA,1997,11,40.2,-7.6
IOWA,1997,12,33.3,0.7
IOWA,1998,01,30.2,1.3
IOWA,1998,02,41.2,8.6
IOWA,1998,03,40.0,-6.8
IOWA,1998,04,59.8,-1.2
IOWA,1998,05,76.3,4.5
IOWA,1998,06,76.8,-4.0
IOWA,1998,07,83.9,-0.3
IOWA,1998,08,82.4,0.4
IOWA,1998,09,80.8,4.7
IOWA,1998,10,63.5,0.9
IOWA,1998,11,49.6,1.8
IOWA,1998,12,39.5,6.9
IOWA,1999,01,25.0,-3.9
IOWA,1999,02,41.1,8.5
IOWA,1999,03,47.0,0.2
IOWA,1999,04,59.7,-1.3
IOWA,1999,05,70.8,-1.0
IOWA,1999,06,78.7,-2.1
IOWA,1999,07,87.3,3.1
IOWA,1999,08,80.6,-1.4
IOWA,1999,09,74.6,-1.5
IOWA,1999,10,64.9,2.3
IOWA,1999,11,57.0,9.2
IOWA,1999,12,37.0,4.4
IOWA,2000,01,31.5,2.6
IOWA,2000,02,42.0,9.4
IOWA,2000,03,54.6,7.8
IOWA,2000,04,62.2,1.2
IOWA,2000,05,74.9,3.1
IOWA,2000,06,78.7,-2.1
IOWA,2000,07,81.8,-2.4
IOWA,2000,08,83.0,1.0
IOWA,2000,09,78.0,1.9
IOWA,2000,10,66.2,3.6
IOWA,2000,11,40.4,-7.4
IOWA,2000,12,18.6,-14.0
IOWA,2001,01,29.1,0.2
IOWA,2001,02,26.9,-5.7
IOWA,2001,03,38.4,-8.4
IOWA,2001,04,65.1,4.1
IOWA,2001,05,71.1,-0.7
IOWA,2001,06,78.9,-1.9
IOWA,2001,07,85.4,1.2
IOWA,2001,08,83.5,1.5
IOWA,2001,09,72.3,-3.8
IOWA,2001,10,61.7,-0.9
IOWA,2001,11,59.0,11.2
IOWA,2001,12,39.7,7.1
IOWA,2002,01,38.8,9.9
IOWA,2002,02,39.7,7.1
IOWA,2002,03,41.6,-5.2
IOWA,2002,04,60.3,-0.7
IOWA,2002,05,69.1,-2.7
IOWA,2002,06,83.3,2.5
IOWA,2002,07,87.4,3.2
IOWA,2002,08,81.6,-0.4
IOWA,2002,09,77.8,1.7
IOWA,2002,10,56.0,-6.6
IOWA,2002,11,44.6,-3.2
IOWA,2002,12,39.1,6.5
IOWA,2003,01,28.7,-0.2
IOWA,2003,02,31.2,-1.4
IOWA,2003,03,46.0,-0.8
IOWA,2003,04,62.3,1.3
IOWA,2003,05,69.2,-2.6
IOWA,2003,06,78.4,-2.4
IOWA,2003,07,84.0,-0.2
IOWA,2003,08,86.4,4.4
IOWA,2003,09,74.0,-2.1
IOWA,2003,10,65.8,3.2
IOWA,2003,11,44.7,-3.1
IOWA,2003,12,35.7,3.1
IOWA,2004,01,26.7,-2.2
IOWA,2004,02,30.9,-1.7
IOWA,2004,03,50.0,3.2
IOWA,2004,04,64.5,3.5
IOWA,2004,05,71.9,0.1
IOWA,2004,06,77.4,-3.4
IOWA,2004,07,80.5,-3.7
IOWA,2004,08,77.1,-4.9
IOWA,2004,09,79.1,3.0
IOWA,2004,10,62.7,0.1
IOWA,2004,11,49.7,1.9
IOWA,2004,12,36.1,3.5
IOWA,2005,01,26.2,-2.7
IOWA,2005,02,39.6,7.0
IOWA,2005,03,47.0,0.2
IOWA,2005,04,65.3,4.3
IOWA,2005,05,69.4,-2.4
IOWA,2005,06,83.4,2.6
IOWA,2005,07,86.0,1.8
IOWA,2005,08,82.9,0.9
IOWA,2005,09,80.2,4.1
IOWA,2005,10,64.9,2.3
IOWA,2005,11,50.3,2.5
IOWA,2005,12,26.4,-6.2
IOWA,2006,01,39.9,11.0
IOWA,2006,02,36.2,3.6
IOWA,2006,03,45.8,-1.0
IOWA,2006,04,65.9,4.9
IOWA,2006,05,71.7,-0.1
IOWA,2006,06,81.8,1.0
IOWA,2006,07,87.3,3.1
IOWA,2006,08,81.8,-0.2
IOWA,2006,09,70.7,-5.4
IOWA,2006,10,58.6,-4.0
IOWA,2006,11,50.0,2.2
IOWA,2006,12,40.1,7.5
IOWA,2007,01,30.3,1.4
IOWA,2007,02,23.3,-9.3
IOWA,2007,03,51.3,4.5
IOWA,2007,04,57.9,-3.1
IOWA,2007,05,76.2,4.4
IOWA,2007,06,81.6,0.8
IOWA,2007,07,85.1,0.9
IOWA,2007,08,83.9,1.9
IOWA,2007,09,77.4,1.3
IOWA,2007,10,66.1,3.5
IOWA,2007,11,47.7,-0.1
IOWA,2007,12,27.6,-5.0
IOWA,2008,01,25.4,-3.5
IOWA,2008,02,25.8,-6.8
IOWA,2008,03,41.9,-4.9
IOWA,2008,04,56.1,-4.9
IOWA,2008,05,69.3,-2.5
IOWA,2008,06,80.1,-0.7
IOWA,2008,07,83.6,-0.6
IOWA,2008,08,81.4,-0.6
IOWA,2008,09,74.4,-1.7
IOWA,2008,10,62.0,-0.6
IOWA,2008,11,46.1,-1.7
IOWA,2008,12,27.6,-5.0
IOWA,2009,01,23.2,-5.7
IOWA,2009,02,36.9,4.3
IOWA,2009,03,47.6,0.8
IOWA,2009,04,58.4,-2.6
IOWA,2009,05,71.3,-0.5
IOWA,2009,06,79.2,-1.6
IOWA,2009,07,78.3,-5.9
IOWA,2009,08,78.6,-3.4
IOWA,2009,09,75.1,-1.0
IOWA,2009,10,53.2,-9.4
IOWA,2009,11,53.2,5.4
IOWA,2009,12,27.5,-5.1
IOWA,2010,01,20.2,-8.7
IOWA,2010,02,26.2,-6.4
