LOCATION,YEAR,MONTH,Min_Temperature,Anomaly
IDAHO,2016,11,29.2,5.6
IDAHO,2016,12,10.7,-6.0
IDAHO,2017,01,9.8,-7.2
IDAHO,2017,02,21.8,3.1
IDAHO,2017,03,29.2,4.4
IDAHO,2017,04,29.8,0.1
IDAHO,2017,05,37.0,-0.2
IDAHO,2017,06,45.0,1.0
IDAHO,2017,07,53.5,2.1
IDAHO,2017,08,50.8,1.6
IDAHO,2017,09,42.4,0.8
IDAHO,2017,10,29.8,-3.1
IDAHO,2017,11,26.6,3.0
IDAHO,2017,12,16.9,0.2
IDAHO,2018,01,22.9,5.9
IDAHO,2018,02,17.4,-1.3
IDAHO,2018,03,23.7,-1.1
IDAHO,2018,04,30.9,1.2
IDAHO,2018,05,41.3,4.1
IDAHO,2018,06,44.2,0.2
IDAHO,2018,07,51.8,0.4
IDAHO,2018,08,49.1,-0.1
IDAHO,2018,09,40.6,-1.0
IDAHO,2018,10,32.7,-0.2
IDAHO,2018,11,22.7,-0.9
IDAHO,2018,12,16.6,-0.1
IDAHO,2019,01,17.7,0.7
ILLINOIS,1996,01,15.6,-3.0
ILLINOIS,1996,02,20.6,-0.7
ILLINOIS,1996,03,24.0,-7.9
ILLINOIS,1996,04,36.6,-5.2
ILLINOIS,1996,05,51.8,-0.9
ILLINOIS,1996,06,61.4,-0.3
ILLINOIS,1996,07,61.6,-3.3
ILLINOIS,1996,08,62.6,-0.5
ILLINOIS,1996,09,52.9,-2.6
ILLINOIS,1996,10,42.9,-1.1
ILLINOIS,1996,11,27.5,-6.0
ILLINOIS,1996,12,22.9,-0.3
ILLINOIS,1997,01,12.2,-6.4
ILLINOIS,1997,02,26.7,5.4
ILLINOIS,1997,03,32.4,0.5
ILLINOIS,1997,04,36.2,-5.6
ILLINOIS,1997,05,46.1,-6.6
ILLINOIS,1997,06,60.6,-1.1
ILLINOIS,1997,07,64.0,-0.9
ILLINOIS,1997,08,60.8,-2.3
ILLINOIS,1997,09,54.6,-0.9
ILLINOIS,1997,10,43.3,-0.7
ILLINOIS,1997,11,31.4,-2.1
ILLINOIS,1997,12,26.3,3.1
ILLINOIS,1998,01,25.3,6.7
ILLINOIS,1998,02,33.2,11.9
ILLINOIS,1998,03,32.9,1.0
ILLINOIS,1998,04,42.5,0.7
ILLINOIS,1998,05,57.0,4.3
ILLINOIS,1998,06,62.0,0.3
ILLINOIS,1998,07,65.8,0.9
ILLINOIS,1998,08,64.7,1.6
ILLINOIS,1998,09,59.0,3.5
ILLINOIS,1998,10,45.4,1.4
ILLINOIS,1998,11,36.2,2.7
ILLINOIS,1998,12,26.1,2.9
ILLINOIS,1999,01,16.8,-1.8
ILLINOIS,1999,02,29.1,7.8
ILLINOIS,1999,03,28.0,-3.9
ILLINOIS,1999,04,44.5,2.7
ILLINOIS,1999,05,52.8,0.1
ILLINOIS,1999,06,62.1,0.4
ILLINOIS,1999,07,68.0,3.1
ILLINOIS,1999,08,60.2,-2.9
ILLINOIS,1999,09,50.6,-4.9
ILLINOIS,1999,10,41.2,-2.8
ILLINOIS,1999,11,36.1,2.6
ILLINOIS,1999,12,24.0,0.8
ILLINOIS,2000,01,18.6,0.0
ILLINOIS,2000,02,28.4,7.1
ILLINOIS,2000,03,34.8,2.9
ILLINOIS,2000,04,39.3,-2.5
ILLINOIS,2000,05,54.3,1.6
ILLINOIS,2000,06,60.1,-1.6
ILLINOIS,2000,07,63.4,-1.5
ILLINOIS,2000,08,64.2,1.1
ILLINOIS,2000,09,54.0,-1.5
ILLINOIS,2000,10,46.3,2.3
ILLINOIS,2000,11,30.7,-2.8
ILLINOIS,2000,12,9.3,-13.9
ILLINOIS,2001,01,18.0,-0.6
ILLINOIS,2001,02,22.2,0.9
ILLINOIS,2001,03,27.4,-4.5
ILLINOIS,2001,04,45.5,3.7
ILLINOIS,2001,05,53.6,0.9
ILLINOIS,2001,06,59.3,-2.4
ILLINOIS,2001,07,65.3,0.4
ILLINOIS,2001,08,63.7,0.6
ILLINOIS,2001,09,52.5,-3.0
ILLINOIS,2001,10,43.1,-0.9
ILLINOIS,2001,11,38.7,5.2
ILLINOIS,2001,12,27.9,4.7
ILLINOIS,2002,01,24.6,6.0
ILLINOIS,2002,02,25.5,4.2
ILLINOIS,2002,03,27.9,-4.0
ILLINOIS,2002,04,42.7,0.9
ILLINOIS,2002,05,48.2,-4.5
ILLINOIS,2002,06,63.1,1.4
ILLINOIS,2002,07,67.3,2.4
ILLINOIS,2002,08,64.4,1.3
ILLINOIS,2002,09,56.5,1.0
ILLINOIS,2002,10,42.2,-1.8
ILLINOIS,2002,11,30.8,-2.7
ILLINOIS,2002,12,23.5,0.3
ILLINOIS,2003,01,14.3,-4.3
ILLINOIS,2003,02,18.0,-3.3
ILLINOIS,2003,03,30.4,-1.5
ILLINOIS,2003,04,41.6,-0.2
ILLINOIS,2003,05,50.4,-2.3
ILLINOIS,2003,06,56.8,-4.9
ILLINOIS,2003,07,64.1,-0.8
ILLINOIS,2003,08,64.0,0.9
ILLINOIS,2003,09,52.2,-3.3
ILLINOIS,2003,10,42.1,-1.9
ILLINOIS,2003,11,35.7,2.2
ILLINOIS,2003,12,26.2,3.0
ILLINOIS,2004,01,16.6,-2.0
ILLINOIS,2004,02,21.2,-0.1
ILLINOIS,2004,03,35.7,3.8
ILLINOIS,2004,04,42.2,0.4
ILLINOIS,2004,05,55.2,2.5
ILLINOIS,2004,06,59.5,-2.2
ILLINOIS,2004,07,63.1,-1.8
ILLINOIS,2004,08,57.6,-5.5
ILLINOIS,2004,09,54.6,-0.9
ILLINOIS,2004,10,44.9,0.9
ILLINOIS,2004,11,37.7,4.2
ILLINOIS,2004,12,22.5,-0.7
ILLINOIS,2005,01,21.8,3.2
ILLINOIS,2005,02,28.3,7.0
ILLINOIS,2005,03,29.0,-2.9
ILLINOIS,2005,04,43.4,1.6
ILLINOIS,2005,05,48.4,-4.3
ILLINOIS,2005,06,63.4,1.7
ILLINOIS,2005,07,65.1,0.2
ILLINOIS,2005,08,64.8,1.7
ILLINOIS,2005,09,58.5,3.0
ILLINOIS,2005,10,44.3,0.3
ILLINOIS,2005,11,34.4,0.9
ILLINOIS,2005,12,19.1,-4.1
ILLINOIS,2006,01,30.6,12.0
ILLINOIS,2006,02,20.7,-0.6
ILLINOIS,2006,03,32.3,0.4
ILLINOIS,2006,04,44.4,2.6
ILLINOIS,2006,05,52.0,-0.7
ILLINOIS,2006,06,60.2,-1.5
ILLINOIS,2006,07,66.6,1.7
ILLINOIS,2006,08,64.7,1.6
ILLINOIS,2006,09,52.9,-2.6
ILLINOIS,2006,10,40.4,-3.6
ILLINOIS,2006,11,35.2,1.7
ILLINOIS,2006,12,27.0,3.8
ILLINOIS,2007,01,22.7,4.1
ILLINOIS,2007,02,13.5,-7.8
ILLINOIS,2007,03,37.5,5.6
ILLINOIS,2007,04,38.8,-3.0
ILLINOIS,2007,05,55.7,3.0
ILLINOIS,2007,06,61.5,-0.2
ILLINOIS,2007,07,62.1,-2.8
ILLINOIS,2007,08,67.1,4.0
ILLINOIS,2007,09,56.5,1.0
ILLINOIS,2007,10,48.4,4.4
ILLINOIS,2007,11,32.0,-1.5
ILLINOIS,2007,12,23.0,-0.2
ILLINOIS,2008,01,17.2,-1.4
ILLINOIS,2008,02,18.4,-2.9
ILLINOIS,2008,03,29.5,-2.4
ILLINOIS,2008,04,40.9,-0.9
ILLINOIS,2008,05,47.9,-4.8
ILLINOIS,2008,06,62.6,0.9
ILLINOIS,2008,07,64.1,-0.8
ILLINOIS,2008,08,60.8,-2.3
ILLINOIS,2008,09,56.4,0.9
ILLINOIS,2008,10,42.8,-1.2
ILLINOIS,2008,11,32.0,-1.5
ILLINOIS,2008,12,17.0,-6.2
ILLINOIS,2009,01,11.9,-6.7
ILLINOIS,2009,02,22.8,1.5
ILLINOIS,2009,03,32.8,0.9
ILLINOIS,2009,04,40.7,-1.1
ILLINOIS,2009,05,52.0,-0.7
ILLINOIS,2009,06,62.3,0.6
ILLINOIS,2009,07,60.8,-4.1
ILLINOIS,2009,08,60.7,-2.4
ILLINOIS,2009,09,55.4,-0.1
ILLINOIS,2009,10,41.7,-2.3
ILLINOIS,2009,11,37.9,4.4
ILLINOIS,2009,12,22.2,-1.0
ILLINOIS,2010,01,14.8,-3.8
ILLINOIS,2010,02,18.0,-3.3
ILLINOIS,2010,03,34.1,2.2
ILLINOIS,2010,04,46.1,4.3
ILLINOIS,2010,05,53.9,1.2
ILLINOIS,2010,06,64.8,3.1
ILLINOIS,2010,07,67.6,2.7
ILLINOIS,2010,08,65.6,2.5
ILLINOIS,2010,09,55.4,-0.1
ILLINOIS,2010,10,42.4,-1.6
ILLINOIS,2010,11,32.6,-0.9
ILLINOIS,2010,12,16.8,-6.4
ILLINOIS,2011,01,15.2,-3.4
ILLINOIS,2011,02,22.0,0.7
ILLINOIS,2011,03,32.6,0.7
ILLINOIS,2011,04,42.5,0.7
ILLINOIS,2011,05,51.8,-0.9
ILLINOIS,2011,06,62.8,1.1
ILLINOIS,2011,07,69.7,4.8
ILLINOIS,2011,08,63.2,0.1
ILLINOIS,2011,09,52.7,-2.8
ILLINOIS,2011,10,42.5,-1.5
ILLINOIS,2011,11,37.2,3.7
ILLINOIS,2011,12,28.4,5.2
ILLINOIS,2012,01,22.7,4.1
ILLINOIS,2012,02,27.1,5.8
ILLINOIS,2012,03,44.2,12.3
ILLINOIS,2012,04,42.4,0.6
ILLINOIS,2012,05,55.7,3.0
ILLINOIS,2012,06,59.8,-1.9
ILLINOIS,2012,07,69.2,4.3
ILLINOIS,2012,08,60.3,-2.8
ILLINOIS,2012,09,52.9,-2.6
ILLINOIS,2012,10,41.9,-2.1
ILLINOIS,2012,11,30.8,-2.7
ILLINOIS,2012,12,29.0,5.8
ILLINOIS,2013,01,20.0,1.4
ILLINOIS,2013,02,21.8,0.5
ILLINOIS,2013,03,26.4,-5.5
ILLINOIS,2013,04,39.3,-2.5
ILLINOIS,2013,05,53.1,0.4
ILLINOIS,2013,06,61.4,-0.3
ILLINOIS,2013,07,63.2,-1.7
ILLINOIS,2013,08,61.8,-1.3
ILLINOIS,2013,09,56.1,0.6
ILLINOIS,2013,10,43.3,-0.7
ILLINOIS,2013,11,29.1,-4.4
ILLINOIS,2013,12,17.4,-5.8
ILLINOIS,2014,01,9.2,-9.4
ILLINOIS,2014,02,9.9,-11.4
ILLINOIS,2014,03,23.4,-8.5
ILLINOIS,2014,04,40.8,-1.0
ILLINOIS,2014,05,52.9,0.2
ILLINOIS,2014,06,63.2,1.5
ILLINOIS,2014,07,59.6,-5.3
ILLINOIS,2014,08,64.3,1.2
ILLINOIS,2014,09,53.1,-2.4
ILLINOIS,2014,10,44.0,0.0
ILLINOIS,2014,11,25.7,-7.8
ILLINOIS,2014,12,27.9,4.7
ILLINOIS,2015,01,17.6,-1.0
ILLINOIS,2015,02,9.8,-11.5
ILLINOIS,2015,03,27.7,-4.2
ILLINOIS,2015,04,42.3,0.5
ILLINOIS,2015,05,54.5,1.8
ILLINOIS,2015,06,62.5,0.8
ILLINOIS,2015,07,64.8,-0.1
ILLINOIS,2015,08,61.3,-1.8
ILLINOIS,2015,09,58.8,3.3
ILLINOIS,2015,10,44.6,0.6
ILLINOIS,2015,11,36.8,3.3
ILLINOIS,2015,12,33.9,10.7
ILLINOIS,2016,01,19.0,0.4
ILLINOIS,2016,02,25.4,4.1
ILLINOIS,2016,03,37.6,5.7
ILLINOIS,2016,04,41.6,-0.2
ILLINOIS,2016,05,51.5,-1.2
ILLINOIS,2016,06,63.3,1.6
ILLINOIS,2016,07,66.4,1.5
ILLINOIS,2016,08,66.5,3.4
ILLINOIS,2016,09,60.1,4.6
ILLINOIS,2016,10,49.2,5.2
ILLINOIS,2016,11,37.7,4.2
ILLINOIS,2016,12,21.8,-1.4
ILLINOIS,2017,01,24.9,6.3
ILLINOIS,2017,02,30.2,8.9
ILLINOIS,2017,03,33.5,1.6
ILLINOIS,2017,04,45.5,3.7
ILLINOIS,2017,05,51.3,-1.4
ILLINOIS,2017,06,61.0,-0.7
ILLINOIS,2017,07,65.4,0.5
ILLINOIS,2017,08,59.5,-3.6
ILLINOIS,2017,09,55.9,0.4
ILLINOIS,2017,10,48.0,4.0
ILLINOIS,2017,11,32.1,-1.4
ILLINOIS,2017,12,20.8,-2.4
ILLINOIS,2018,01,14.7,-3.9
ILLINOIS,2018,02,22.1,0.8
ILLINOIS,2018,03,30.0,-1.9
ILLINOIS,2018,04,33.3,-8.5
ILLINOIS,2018,05,59.0,6.3
ILLINOIS,2018,06,64.7,3.0
ILLINOIS,2018,07,64.7,-0.2
ILLINOIS,2018,08,64.7,1.6
ILLINOIS,2018,09,59.6,4.1
ILLINOIS,2018,10,43.7,-0.3
ILLINOIS,2018,11,28.5,-5.0
ILLINOIS,2018,12,26.6,3.4
ILLINOIS,2019,01,17.5,-1.1
INDIANA,1996,01,16.7,-2.8
INDIANA,1996,02,21.6,-0.3
INDIANA,1996,03,23.7,-7.8
INDIANA,1996,04,36.3,-4.8
INDIANA,1996,05,50.9,-0.8
INDIANA,1996,06,60.7,0.1
INDIANA,1996,07,60.4,-3.0
INDIANA,1996,08,61.7,-0.4
INDIANA,1996,09,52.8,-1.9
INDIANA,1996,10,42.7,-1.0
INDIANA,1996,11,28.3,-5.1
INDIANA,1996,12,25.8,1.4
INDIANA,1997,01,14.6,-4.9
INDIANA,1997,02,27.0,5.1
INDIANA,1997,03,32.2,0.7
INDIANA,1997,04,34.6,-6.5
INDIANA,1997,05,45.0,-6.7
INDIANA,1997,06,60.0,-0.6
INDIANA,1997,07,62.7,-0.7
INDIANA,1997,08,59.6,-2.5
INDIANA,1997,09,52.7,-2.0
INDIANA,1997,10,41.8,-1.9
INDIANA,1997,11,31.1,-2.3
INDIANA,1997,12,26.9,2.5
INDIANA,1998,01,28.8,9.3
INDIANA,1998,02,31.5,9.6
INDIANA,1998,03,32.9,1.4
INDIANA,1998,04,41.6,0.5
INDIANA,1998,05,55.5,3.8
INDIANA,1998,06,61.1,0.5
INDIANA,1998,07,63.5,0.1
INDIANA,1998,08,63.3,1.2
INDIANA,1998,09,56.6,1.9
INDIANA,1998,10,44.2,0.5
INDIANA,1998,11,34.8,1.4
INDIANA,1998,12,27.5,3.1
INDIANA,1999,01,18.0,-1.5
INDIANA,1999,02,27.5,5.6
INDIANA,1999,03,26.3,-5.2
INDIANA,1999,04,43.2,2.1
INDIANA,1999,05,51.4,-0.3
INDIANA,1999,06,61.7,1.1
INDIANA,1999,07,67.0,3.6
INDIANA,1999,08,58.9,-3.2
INDIANA,1999,09,49.7,-5.0
INDIANA,1999,10,40.9,-2.8
INDIANA,1999,11,35.9,2.5
INDIANA,1999,12,24.6,0.2
INDIANA,2000,01,17.6,-1.9
INDIANA,2000,02,27.6,5.7
INDIANA,2000,03,33.8,2.3
INDIANA,2000,04,38.4,-2.7
INDIANA,2000,05,53.3,1.6
INDIANA,2000,06,60.0,-0.6
INDIANA,2000,07,61.6,-1.8
INDIANA,2000,08,61.4,-0.7
INDIANA,2000,09,52.6,-2.1
INDIANA,2000,10,45.2,1.5
INDIANA,2000,11,31.9,-1.5
INDIANA,2000,12,10.8,-13.6
INDIANA,2001,01,19.3,-0.2
INDIANA,2001,02,25.0,3.1
INDIANA,2001,03,27.6,-3.9
INDIANA,2001,04,44.5,3.4
INDIANA,2001,05,52.3,0.6
INDIANA,2001,06,58.6,-2.0
INDIANA,2001,07,62.7,-0.7
INDIANA,2001,08,63.2,1.1
INDIANA,2001,09,51.7,-3.0
INDIANA,2001,10,42.9,-0.8
INDIANA,2001,11,37.2,3.8
INDIANA,2001,12,29.2,4.8
INDIANA,2002,01,25.5,6.0
INDIANA,2002,02,25.6,3.7
INDIANA,2002,03,28.6,-2.9
INDIANA,2002,04,42.6,1.5
INDIANA,2002,05,47.3,-4.4
INDIANA,2002,06,61.8,1.2
INDIANA,2002,07,65.7,2.3
INDIANA,2002,08,64.0,1.9
INDIANA,2002,09,56.2,1.5
INDIANA,2002,10,42.6,-1.1
INDIANA,2002,11,31.7,-1.7
INDIANA,2002,12,24.3,-0.1
INDIANA,2003,01,13.5,-6.0
INDIANA,2003,02,17.9,-4.0
INDIANA,2003,03,30.7,-0.8
INDIANA,2003,04,41.3,0.2
INDIANA,2003,05,50.3,-1.4
INDIANA,2003,06,56.2,-4.4
INDIANA,2003,07,62.5,-0.9
INDIANA,2003,08,63.2,1.1
INDIANA,2003,09,52.0,-2.7
INDIANA,2003,10,41.0,-2.7
INDIANA,2003,11,36.9,3.5
INDIANA,2003,12,26.4,2.0
INDIANA,2004,01,16.6,-2.9
INDIANA,2004,02,21.1,-0.8
INDIANA,2004,03,34.6,3.1
INDIANA,2004,04,41.7,0.6
INDIANA,2004,05,55.6,3.9
INDIANA,2004,06,59.0,-1.6
INDIANA,2004,07,62.2,-1.2
INDIANA,2004,08,58.1,-4.0
INDIANA,2004,09,54.4,-0.3
INDIANA,2004,10,43.9,0.2
INDIANA,2004,11,37.9,4.5
INDIANA,2004,12,22.3,-2.1
INDIANA,2005,01,22.6,3.1
INDIANA,2005,02,26.9,5.0
INDIANA,2005,03,27.7,-3.8
INDIANA,2005,04,41.9,0.8
INDIANA,2005,05,46.7,-5.0
INDIANA,2005,06,62.4,1.8
INDIANA,2005,07,64.2,0.8
INDIANA,2005,08,64.4,2.3
INDIANA,2005,09,56.9,2.2
INDIANA,2005,10,44.7,1.0
INDIANA,2005,11,33.9,0.5
INDIANA,2005,12,20.0,-4.4
INDIANA,2006,01,31.3,11.8
INDIANA,2006,02,22.4,0.5
INDIANA,2006,03,31.2,-0.3
INDIANA,2006,04,43.2,2.1
INDIANA,2006,05,49.4,-2.3
INDIANA,2006,06,58.7,-1.9
INDIANA,2006,07,65.3,1.9
INDIANA,2006,08,63.6,1.5
INDIANA,2006,09,52.2,-2.5
INDIANA,2006,10,40.6,-3.1
INDIANA,2006,11,35.3,1.9
INDIANA,2006,12,28.7,4.3
INDIANA,2007,01,25.2,5.7
INDIANA,2007,02,11.7,-10.2
INDIANA,2007,03,36.1,4.6
INDIANA,2007,04,38.4,-2.7
INDIANA,2007,05,53.3,1.6
INDIANA,2007,06,60.2,-0.4
INDIANA,2007,07,60.2,-3.2
INDIANA,2007,08,65.1,3.0
INDIANA,2007,09,55.8,1.1
INDIANA,2007,10,49.1,5.4
INDIANA,2007,11,32.2,-1.2
INDIANA,2007,12,25.7,1.3
INDIANA,2008,01,18.6,-0.9
INDIANA,2008,02,20.5,-1.4
INDIANA,2008,03,29.7,-1.8
INDIANA,2008,04,40.9,-0.2
INDIANA,2008,05,46.9,-4.8
INDIANA,2008,06,61.4,0.8
INDIANA,2008,07,62.6,-0.8
INDIANA,2008,08,59.6,-2.5
INDIANA,2008,09,55.3,0.6
INDIANA,2008,10,41.6,-2.1
INDIANA,2008,11,31.3,-2.1
INDIANA,2008,12,19.8,-4.6
INDIANA,2009,01,13.0,-6.5
INDIANA,2009,02,22.4,0.5
INDIANA,2009,03,33.0,1.5
INDIANA,2009,04,40.8,-0.3
INDIANA,2009,05,50.8,-0.9
INDIANA,2009,06,61.2,0.6
INDIANA,2009,07,59.4,-4.0
INDIANA,2009,08,60.2,-1.9
INDIANA,2009,09,55.0,0.3
INDIANA,2009,10,41.4,-2.3
INDIANA,2009,11,36.7,3.3
INDIANA,2009,12,23.4,-1.0
INDIANA,2010,01,17.5,-2.0
INDIANA,2010,02,18.5,-3.4
INDIANA,2010,03,33.2,1.7
INDIANA,2010,04,44.5,3.4
INDIANA,2010,05,53.8,2.1
INDIANA,2010,06,63.9,3.3
INDIANA,2010,07,65.9,2.5
INDIANA,2010,08,64.1,2.0
INDIANA,2010,09,54.0,-0.7
INDIANA,2010,10,41.9,-1.8
INDIANA,2010,11,31.0,-2.4
INDIANA,2010,12,17.2,-7.2
INDIANA,2011,01,16.4,-3.1
INDIANA,2011,02,22.9,1.0
INDIANA,2011,03,32.5,1.0
INDIANA,2011,04,42.2,1.1
INDIANA,2011,05,52.0,0.3
INDIANA,2011,06,61.7,1.1
INDIANA,2011,07,68.0,4.6
INDIANA,2011,08,61.2,-0.9
INDIANA,2011,09,53.7,-1.0
INDIANA,2011,10,41.7,-2.0
INDIANA,2011,11,38.1,4.7
INDIANA,2011,12,29.1,4.7
INDIANA,2012,01,23.7,4.2
INDIANA,2012,02,26.9,5.0
INDIANA,2012,03,43.3,11.8
INDIANA,2012,04,40.5,-0.6
INDIANA,2012,05,55.0,3.3
INDIANA,2012,06,58.2,-2.4
INDIANA,2012,07,67.6,4.2
INDIANA,2012,08,59.0,-3.1
INDIANA,2012,09,52.8,-1.9
INDIANA,2012,10,42.0,-1.7
INDIANA,2012,11,29.2,-4.2
INDIANA,2012,12,31.0,6.6
INDIANA,2013,01,21.2,1.7
INDIANA,2013,02,22.4,0.5
INDIANA,2013,03,26.8,-4.7
INDIANA,2013,04,39.4,-1.7
INDIANA,2013,05,53.4,1.7
INDIANA,2013,06,60.5,-0.1
INDIANA,2013,07,62.6,-0.8
INDIANA,2013,08,60.4,-1.7
INDIANA,2013,09,54.5,-0.2
INDIANA,2013,10,43.3,-0.4
INDIANA,2013,11,30.1,-3.3
INDIANA,2013,12,21.1,-3.3
INDIANA,2014,01,9.6,-9.9
INDIANA,2014,02,12.8,-9.1
INDIANA,2014,03,23.0,-8.5
INDIANA,2014,04,40.4,-0.7
INDIANA,2014,05,51.7,0.0
INDIANA,2014,06,62.5,1.9
INDIANA,2014,07,58.2,-5.2
INDIANA,2014,08,62.4,0.3
INDIANA,2014,09,52.2,-2.5
INDIANA,2014,10,43.6,-0.1
INDIANA,2014,11,26.9,-6.5
INDIANA,2014,12,28.5,4.1
INDIANA,2015,01,17.1,-2.4
INDIANA,2015,02,9.4,-12.5
INDIANA,2015,03,27.0,-4.5
INDIANA,2015,04,41.1,0.0
INDIANA,2015,05,53.6,1.9
INDIANA,2015,06,61.6,1.0
INDIANA,2015,07,63.1,-0.3
INDIANA,2015,08,59.6,-2.5
INDIANA,2015,09,56.6,1.9
INDIANA,2015,10,44.4,0.7
INDIANA,2015,11,36.2,2.8
INDIANA,2015,12,35.2,10.8
INDIANA,2016,01,19.3,-0.2
INDIANA,2016,02,25.1,3.2
INDIANA,2016,03,37.5,6.0
INDIANA,2016,04,40.1,-1.0
INDIANA,2016,05,49.7,-2.0
INDIANA,2016,06,61.3,0.7
INDIANA,2016,07,64.8,1.4
INDIANA,2016,08,66.4,4.3
INDIANA,2016,09,58.6,3.9
INDIANA,2016,10,48.6,4.9
INDIANA,2016,11,36.4,3.0
INDIANA,2016,12,22.4,-2.0
INDIANA,2017,01,26.4,6.9
INDIANA,2017,02,31.0,9.1
INDIANA,2017,03,33.2,1.7
INDIANA,2017,04,45.5,4.4
INDIANA,2017,05,50.3,-1.4
INDIANA,2017,06,59.3,-1.3
INDIANA,2017,07,64.0,0.6
INDIANA,2017,08,58.8,-3.3
INDIANA,2017,09,55.1,0.4
INDIANA,2017,10,47.7,4.0
INDIANA,2017,11,32.8,-0.6
INDIANA,2017,12,21.1,-3.3
INDIANA,2018,01,15.6,-3.9
INDIANA,2018,02,25.6,3.7
INDIANA,2018,03,29.0,-2.5
INDIANA,2018,04,33.9,-7.2
INDIANA,2018,05,57.7,6.0
INDIANA,2018,06,63.4,2.8
INDIANA,2018,07,63.5,0.1
INDIANA,2018,08,64.3,2.2
INDIANA,2018,09,59.7,5.0
INDIANA,2018,10,44.4,0.7
INDIANA,2018,11,29.8,-3.6
INDIANA,2018,12,27.9,3.5
INDIANA,2019,01,19.0,-0.5
IOWA,1996,01,6.2,-5.2
IOWA,1996,02,13.7,-0.4
IOWA,1996,03,18.4,-8.5
IOWA,1996,04,33.0,-4.7
IOWA,1996,05,47.3,-1.7
IOWA,1996,06,59.4,0.1
IOWA,1996,07,59.8,-3.2
IOWA,1996,08,59.4,-1.0
IOWA,1996,09,49.9,-2.4
IOWA,1996,10,39.6,-0.4
IOWA,1996,11,21.7,-6.4
IOWA,1996,12,12.2,-3.9
IOWA,1997,01,5.2,-6.2
IOWA,1997,02,17.5,3.4
IOWA,1997,03,26.4,-0.5
IOWA,1997,04,33.1,-4.6
IOWA,1997,05,42.3,-6.7
IOWA,1997,06,58.7,-0.6
IOWA,1997,07,63.0,0.0
IOWA,1997,08,59.1,-1.3
IOWA,1997,09,52.6,0.3
IOWA,1997,10,40.4,0.4
IOWA,1997,11,25.6,-2.5
IOWA,1997,12,21.6,5.5
IOWA,1998,01,16.8,5.4
IOWA,1998,02,28.5,14.4
IOWA,1998,03,25.6,-1.3
IOWA,1998,04,39.6,1.9
IOWA,1998,05,53.8,4.8
IOWA,1998,06,57.4,-1.9
IOWA,1998,07,63.7,0.7
IOWA,1998,08,63.4,3.0
IOWA,1998,09,55.7,3.4
IOWA,1998,10,42.7,2.7
IOWA,1998,11,31.9,3.8
IOWA,1998,12,19.2,3.1
IOWA,1999,01,9.1,-2.3
IOWA,1999,02,24.7,10.6
IOWA,1999,03,25.6,-1.3
IOWA,1999,04,40.3,2.6
IOWA,1999,05,50.2,1.2
IOWA,1999,06,59.0,-0.3
IOWA,1999,07,66.3,3.3
IOWA,1999,08,59.3,-1.1
IOWA,1999,09,48.1,-4.2
IOWA,1999,10,36.8,-3.2
IOWA,1999,11,31.4,3.3
IOWA,1999,12,17.0,0.9
IOWA,2000,01,11.8,0.4
IOWA,2000,02,23.0,8.9
IOWA,2000,03,31.5,4.6
IOWA,2000,04,36.6,-1.1
IOWA,2000,05,50.7,1.7
IOWA,2000,06,56.7,-2.6
IOWA,2000,07,62.6,-0.4
IOWA,2000,08,62.5,2.1
IOWA,2000,09,51.3,-1.0
IOWA,2000,10,43.4,3.4
IOWA,2000,11,24.0,-4.1
IOWA,2000,12,1.4,-14.7
IOWA,2001,01,12.5,1.1
IOWA,2001,02,9.2,-4.9
IOWA,2001,03,22.0,-4.9
IOWA,2001,04,40.3,2.6
IOWA,2001,05,50.8,1.8
IOWA,2001,06,57.7,-1.6
IOWA,2001,07,64.7,1.7
IOWA,2001,08,61.5,1.1
IOWA,2001,09,50.1,-2.2
IOWA,2001,10,38.7,-1.3
IOWA,2001,11,36.9,8.8
IOWA,2001,12,21.8,5.7
IOWA,2002,01,18.4,7.0
IOWA,2002,02,19.9,5.8
IOWA,2002,03,20.5,-6.4
IOWA,2002,04,37.4,-0.3
IOWA,2002,05,44.6,-4.4
IOWA,2002,06,61.4,2.1
IOWA,2002,07,65.6,2.6
IOWA,2002,08,60.1,-0.3
IOWA,2002,09,52.8,0.5
IOWA,2002,10,36.4,-3.6
IOWA,2002,11,24.8,-3.3
IOWA,2002,12,18.7,2.6
IOWA,2003,01,9.4,-2.0
IOWA,2003,02,9.6,-4.5
IOWA,2003,03,24.1,-2.8
IOWA,2003,04,38.5,0.8
IOWA,2003,05,46.6,-2.4
IOWA,2003,06,56.2,-3.1
IOWA,2003,07,62.2,-0.8
IOWA,2003,08,61.9,1.5
IOWA,2003,09,48.1,-4.2
IOWA,2003,10,38.9,-1.1
IOWA,2003,11,27.1,-1.0
IOWA,2003,12,20.6,4.5
IOWA,2004,01,8.7,-2.7
IOWA,2004,02,14.5,0.4
IOWA,2004,03,31.6,4.7
IOWA,2004,04,37.7,0.0
IOWA,2004,05,49.4,0.4
IOWA,2004,06,56.5,-2.8
IOWA,2004,07,60.5,-2.5
IOWA,2004,08,55.4,-5.0
IOWA,2004,09,53.7,1.4
IOWA,2004,10,41.2,1.2
IOWA,2004,11,31.5,3.4
IOWA,2004,12,17.0,0.9
IOWA,2005,01,11.6,0.2
IOWA,2005,02,22.8,8.7
IOWA,2005,03,25.0,-1.9
IOWA,2005,04,41.4,3.7
