LOCATION,YEAR,MONTH,Heating_degree_days,Anomaly
IDAHO,2011,04,740,153
IDAHO,2011,05,480,132
IDAHO,2011,06,234,86
IDAHO,2011,07,52,26
IDAHO,2011,08,31,-9
IDAHO,2011,09,133,-63
IDAHO,2011,10,519,-17
IDAHO,2011,11,942,59
IDAHO,2011,12,1180,5
IDAHO,2012,01,1100,-73
IDAHO,2012,02,933,-13
IDAHO,2012,03,778,-27
IDAHO,2012,04,504,-83
IDAHO,2012,05,383,35
IDAHO,2012,06,174,26
IDAHO,2012,07,19,-7
IDAHO,2012,08,25,-15
IDAHO,2012,09,158,-38
IDAHO,2012,10,565,29
IDAHO,2012,11,782,-101
IDAHO,2012,12,1104,-71
IDAHO,2013,01,1382,209
IDAHO,2013,02,955,9
IDAHO,2013,03,809,4
IDAHO,2013,04,621,34
IDAHO,2013,05,319,-29
IDAHO,2013,06,126,-22
IDAHO,2013,07,14,-12
IDAHO,2013,08,22,-18
IDAHO,2013,09,174,-22
IDAHO,2013,10,616,80
IDAHO,2013,11,865,-18
IDAHO,2013,12,1313,138
IDAHO,2014,01,1117,-56
IDAHO,2014,02,938,-8
IDAHO,2014,03,774,-31
IDAHO,2014,04,591,4
IDAHO,2014,05,307,-41
IDAHO,2014,06,171,23
IDAHO,2014,07,14,-12
IDAHO,2014,08,52,12
IDAHO,2014,09,169,-27
IDAHO,2014,10,422,-114
IDAHO,2014,11,949,66
IDAHO,2014,12,1017,-158
IDAHO,2015,01,1089,-84
IDAHO,2015,02,740,-206
IDAHO,2015,03,652,-153
IDAHO,2015,04,571,-16
IDAHO,2015,05,297,-51
IDAHO,2015,06,49,-99
IDAHO,2015,07,35,9
IDAHO,2015,08,32,-8
IDAHO,2015,09,185,-11
IDAHO,2015,10,352,-184
IDAHO,2015,11,956,73
IDAHO,2015,12,1176,1
IDAHO,2016,01,1141,-32
IDAHO,2016,02,845,-101
IDAHO,2016,03,746,-59
IDAHO,2016,04,429,-158
IDAHO,2016,05,327,-21
IDAHO,2016,06,96,-52
IDAHO,2016,07,43,17
IDAHO,2016,08,43,3
IDAHO,2016,09,233,37
IDAHO,2016,10,496,-40
IDAHO,2016,11,704,-179
IDAHO,2016,12,1358,183
IDAHO,2017,01,1409,236
IDAHO,2017,02,927,-19
IDAHO,2017,03,716,-89
IDAHO,2017,04,628,41
IDAHO,2017,05,342,-6
IDAHO,2017,06,125,-23
IDAHO,2017,07,11,-15
IDAHO,2017,08,25,-15
IDAHO,2017,09,205,9
IDAHO,2017,10,629,93
IDAHO,2017,11,810,-73
IDAHO,2017,12,1185,10
IDAHO,2018,01,998,-175
IDAHO,2018,02,987,41
IDAHO,2018,03,852,47
IDAHO,2018,04,565,-22
IDAHO,2018,05,240,-108
IDAHO,2018,06,153,5
IDAHO,2018,07,19,-7
IDAHO,2018,08,41,1
IDAHO,2018,09,203,7
IDAHO,2018,10,562,26
IDAHO,2018,11,908,25
IDAHO,2018,12,1166,-9
IDAHO,2019,01,1124,-49
ILLINOIS,1996,01,1316,55
ILLINOIS,1996,02,1059,7
ILLINOIS,1996,03,1020,220
ILLINOIS,1996,04,556,125
ILLINOIS,1996,05,264,80
ILLINOIS,1996,06,31,5
ILLINOIS,1996,07,14,8
ILLINOIS,1996,08,13,-1
ILLINOIS,1996,09,103,35
ILLINOIS,1996,10,378,12
ILLINOIS,1996,11,966,249
ILLINOIS,1996,12,1159,34
ILLINOIS,1997,01,1431,170
ILLINOIS,1997,02,976,-76
ILLINOIS,1997,03,782,-18
ILLINOIS,1997,04,578,147
ILLINOIS,1997,05,328,144
ILLINOIS,1997,06,31,5
ILLINOIS,1997,07,5,-1
ILLINOIS,1997,08,31,17
ILLINOIS,1997,09,82,14
ILLINOIS,1997,10,370,4
ILLINOIS,1997,11,844,127
ILLINOIS,1997,12,1063,-62
ILLINOIS,1998,01,1110,-151
ILLINOIS,1998,02,736,-316
ILLINOIS,1998,03,807,7
ILLINOIS,1998,04,430,-1
ILLINOIS,1998,05,106,-78
ILLINOIS,1998,06,28,2
ILLINOIS,1998,07,0,-6
ILLINOIS,1998,08,8,-6
ILLINOIS,1998,09,29,-39
ILLINOIS,1998,10,322,-44
ILLINOIS,1998,11,626,-91
ILLINOIS,1998,12,960,-165
ILLINOIS,1999,01,1343,82
ILLINOIS,1999,02,840,-212
ILLINOIS,1999,03,893,93
ILLINOIS,1999,04,397,-34
ILLINOIS,1999,05,152,-32
ILLINOIS,1999,06,19,-7
ILLINOIS,1999,07,0,-6
ILLINOIS,1999,08,24,10
ILLINOIS,1999,09,102,34
ILLINOIS,1999,10,389,23
ILLINOIS,1999,11,564,-153
ILLINOIS,1999,12,1091,-34
ILLINOIS,2000,01,1251,-10
ILLINOIS,2000,02,863,-189
ILLINOIS,2000,03,626,-174
ILLINOIS,2000,04,473,42
ILLINOIS,2000,05,145,-39
ILLINOIS,2000,06,40,14
ILLINOIS,2000,07,9,3
ILLINOIS,2000,08,11,-3
ILLINOIS,2000,09,75,7
ILLINOIS,2000,10,277,-89
ILLINOIS,2000,11,822,105
ILLINOIS,2000,12,1528,403
ILLINOIS,2001,01,1274,13
ILLINOIS,2001,02,1050,-2
ILLINOIS,2001,03,928,128
ILLINOIS,2001,04,317,-114
ILLINOIS,2001,05,153,-31
ILLINOIS,2001,06,41,15
ILLINOIS,2001,07,0,-6
ILLINOIS,2001,08,8,-6
ILLINOIS,2001,09,115,47
ILLINOIS,2001,10,395,29
ILLINOIS,2001,11,489,-228
ILLINOIS,2001,12,962,-163
ILLINOIS,2002,01,1032,-229
ILLINOIS,2002,02,905,-147
ILLINOIS,2002,03,921,121
ILLINOIS,2002,04,428,-3
ILLINOIS,2002,05,292,108
ILLINOIS,2002,06,15,-11
ILLINOIS,2002,07,0,-6
ILLINOIS,2002,08,9,-5
ILLINOIS,2002,09,41,-27
ILLINOIS,2002,10,450,84
ILLINOIS,2002,11,816,99
ILLINOIS,2002,12,1082,-43
ILLINOIS,2003,01,1371,110
ILLINOIS,2003,02,1143,91
ILLINOIS,2003,03,824,24
ILLINOIS,2003,04,433,2
ILLINOIS,2003,05,240,56
ILLINOIS,2003,06,62,36
ILLINOIS,2003,07,6,0
ILLINOIS,2003,08,7,-7
ILLINOIS,2003,09,102,34
ILLINOIS,2003,10,392,26
ILLINOIS,2003,11,671,-46
ILLINOIS,2003,12,1024,-101
ILLINOIS,2004,01,1352,91
ILLINOIS,2004,02,1042,-10
ILLINOIS,2004,03,685,-115
ILLINOIS,2004,04,394,-37
ILLINOIS,2004,05,162,-22
ILLINOIS,2004,06,42,16
ILLINOIS,2004,07,11,5
ILLINOIS,2004,08,53,39
ILLINOIS,2004,09,51,-17
ILLINOIS,2004,10,356,-10
ILLINOIS,2004,11,640,-77
ILLINOIS,2004,12,1120,-5
ILLINOIS,2005,01,1212,-49
ILLINOIS,2005,02,878,-174
ILLINOIS,2005,03,895,95
ILLINOIS,2005,04,350,-81
ILLINOIS,2005,05,240,56
ILLINOIS,2005,06,7,-19
ILLINOIS,2005,07,0,-6
ILLINOIS,2005,08,7,-7
ILLINOIS,2005,09,23,-45
ILLINOIS,2005,10,330,-36
ILLINOIS,2005,11,680,-37
ILLINOIS,2005,12,1297,172
ILLINOIS,2006,01,908,-353
ILLINOIS,2006,02,1013,-39
ILLINOIS,2006,03,801,1
ILLINOIS,2006,04,322,-109
ILLINOIS,2006,05,198,14
ILLINOIS,2006,06,35,9
ILLINOIS,2006,07,0,-6
ILLINOIS,2006,08,9,-5
ILLINOIS,2006,09,119,51
ILLINOIS,2006,10,480,114
ILLINOIS,2006,11,656,-61
ILLINOIS,2006,12,986,-139
ILLINOIS,2007,01,1142,-119
ILLINOIS,2007,02,1307,255
ILLINOIS,2007,03,646,-154
ILLINOIS,2007,04,510,79
ILLINOIS,2007,05,113,-71
ILLINOIS,2007,06,18,-8
ILLINOIS,2007,07,8,2
ILLINOIS,2007,08,5,-9
ILLINOIS,2007,09,40,-28
ILLINOIS,2007,10,220,-146
ILLINOIS,2007,11,753,36
ILLINOIS,2007,12,1168,43
ILLINOIS,2008,01,1267,6
ILLINOIS,2008,02,1182,130
ILLINOIS,2008,03,907,107
ILLINOIS,2008,04,442,11
ILLINOIS,2008,05,279,95
ILLINOIS,2008,06,19,-7
ILLINOIS,2008,07,5,-1
ILLINOIS,2008,08,19,5
ILLINOIS,2008,09,64,-4
ILLINOIS,2008,10,397,31
ILLINOIS,2008,11,760,43
ILLINOIS,2008,12,1298,173
ILLINOIS,2009,01,1502,241
ILLINOIS,2009,02,1000,-52
ILLINOIS,2009,03,763,-37
ILLINOIS,2009,04,489,58
ILLINOIS,2009,05,190,6
ILLINOIS,2009,06,30,4
ILLINOIS,2009,07,28,22
ILLINOIS,2009,08,29,15
ILLINOIS,2009,09,82,14
ILLINOIS,2009,10,509,143
ILLINOIS,2009,11,585,-132
ILLINOIS,2009,12,1179,54
ILLINOIS,2010,01,1392,131
ILLINOIS,2010,02,1114,62
ILLINOIS,2010,03,716,-84
ILLINOIS,2010,04,274,-157
ILLINOIS,2010,05,157,-27
ILLINOIS,2010,06,15,-11
ILLINOIS,2010,07,0,-6
ILLINOIS,2010,08,4,-10
ILLINOIS,2010,09,72,4
ILLINOIS,2010,10,314,-52
ILLINOIS,2010,11,686,-31
ILLINOIS,2010,12,1354,229
ILLINOIS,2011,01,1371,110
ILLINOIS,2011,02,1061,9
ILLINOIS,2011,03,827,27
ILLINOIS,2011,04,472,41
ILLINOIS,2011,05,206,22
ILLINOIS,2011,06,22,-4
ILLINOIS,2011,07,0,-6
ILLINOIS,2011,08,9,-5
ILLINOIS,2011,09,128,60
ILLINOIS,2011,10,351,-15
ILLINOIS,2011,11,634,-83
ILLINOIS,2011,12,953,-172
ILLINOIS,2012,01,1100,-161
ILLINOIS,2012,02,888,-164
ILLINOIS,2012,03,387,-413
ILLINOIS,2012,04,409,-22
ILLINOIS,2012,05,108,-76
ILLINOIS,2012,06,15,-11
ILLINOIS,2012,07,0,-6
ILLINOIS,2012,08,13,-1
ILLINOIS,2012,09,98,30
ILLINOIS,2012,10,436,70
ILLINOIS,2012,11,760,43
ILLINOIS,2012,12,925,-200
ILLINOIS,2013,01,1187,-74
ILLINOIS,2013,02,1080,28
ILLINOIS,2013,03,1022,222
ILLINOIS,2013,04,523,92
ILLINOIS,2013,05,162,-22
ILLINOIS,2013,06,32,6
ILLINOIS,2013,07,8,2
ILLINOIS,2013,08,15,1
ILLINOIS,2013,09,56,-12
ILLINOIS,2013,10,382,16
ILLINOIS,2013,11,839,122
ILLINOIS,2013,12,1295,170
ILLINOIS,2014,01,1538,277
ILLINOIS,2014,02,1370,318
ILLINOIS,2014,03,1062,262
ILLINOIS,2014,04,465,34
ILLINOIS,2014,05,184,0
ILLINOIS,2014,06,20,-6
ILLINOIS,2014,07,24,18
ILLINOIS,2014,08,12,-2
ILLINOIS,2014,09,101,33
ILLINOIS,2014,10,402,36
ILLINOIS,2014,11,958,241
ILLINOIS,2014,12,1015,-110
ILLINOIS,2015,01,1316,55
ILLINOIS,2015,02,1369,317
ILLINOIS,2015,03,916,116
ILLINOIS,2015,04,401,-30
ILLINOIS,2015,05,157,-27
ILLINOIS,2015,06,37,11
ILLINOIS,2015,07,8,2
ILLINOIS,2015,08,20,6
ILLINOIS,2015,09,27,-41
ILLINOIS,2015,10,335,-31
ILLINOIS,2015,11,613,-104
ILLINOIS,2015,12,794,-331
ILLINOIS,2016,01,1255,-6
ILLINOIS,2016,02,940,-112
ILLINOIS,2016,03,637,-163
ILLINOIS,2016,04,451,20
ILLINOIS,2016,05,198,14
ILLINOIS,2016,06,15,-11
ILLINOIS,2016,07,0,-6
ILLINOIS,2016,08,5,-9
ILLINOIS,2016,09,24,-44
ILLINOIS,2016,10,253,-113
ILLINOIS,2016,11,548,-169
ILLINOIS,2016,12,1208,83
ILLINOIS,2017,01,1107,-154
ILLINOIS,2017,02,751,-301
ILLINOIS,2017,03,779,-21
ILLINOIS,2017,04,340,-91
ILLINOIS,2017,05,237,53
ILLINOIS,2017,06,17,-9
ILLINOIS,2017,07,5,-1
ILLINOIS,2017,08,30,16
ILLINOIS,2017,09,42,-26
ILLINOIS,2017,10,272,-94
ILLINOIS,2017,11,777,60
ILLINOIS,2017,12,1175,50
ILLINOIS,2018,01,1323,62
ILLINOIS,2018,02,1036,-16
ILLINOIS,2018,03,866,66
ILLINOIS,2018,04,697,266
ILLINOIS,2018,05,83,-101
ILLINOIS,2018,06,15,-11
ILLINOIS,2018,07,1,-5
ILLINOIS,2018,08,7,-7
ILLINOIS,2018,09,35,-33
ILLINOIS,2018,10,411,45
ILLINOIS,2018,11,930,213
ILLINOIS,2018,12,1012,-113
ILLINOIS,2019,01,1326,65
INDIANA,1996,01,1251,74
INDIANA,1996,02,984,6
INDIANA,1996,03,971,225
INDIANA,1996,04,518,134
INDIANA,1996,05,205,46
INDIANA,1996,06,18,0
INDIANA,1996,07,11,5
INDIANA,1996,08,9,-2
INDIANA,1996,09,101,33
INDIANA,1996,10,345,5
INDIANA,1996,11,891,219
INDIANA,1996,12,1007,-30
INDIANA,1997,01,1317,140
INDIANA,1997,02,863,-115
INDIANA,1997,03,722,-24
INDIANA,1997,04,555,171
INDIANA,1997,05,306,147
INDIANA,1997,06,29,11
INDIANA,1997,07,3,-3
INDIANA,1997,08,27,16
INDIANA,1997,09,89,21
INDIANA,1997,10,370,30
INDIANA,1997,11,803,131
INDIANA,1997,12,1002,-35
INDIANA,1998,01,949,-228
INDIANA,1998,02,724,-254
INDIANA,1998,03,748,2
INDIANA,1998,04,388,4
INDIANA,1998,05,95,-64
INDIANA,1998,06,18,0
INDIANA,1998,07,5,-1
INDIANA,1998,08,6,-5
INDIANA,1998,09,29,-39
INDIANA,1998,10,310,-30
INDIANA,1998,11,612,-60
INDIANA,1998,12,898,-139
INDIANA,1999,01,1200,23
INDIANA,1999,02,816,-162
INDIANA,1999,03,891,145
INDIANA,1999,04,356,-28
INDIANA,1999,05,139,-20
INDIANA,1999,06,12,-6
INDIANA,1999,07,0,-6
INDIANA,1999,08,18,7
INDIANA,1999,09,76,8
INDIANA,1999,10,367,27
INDIANA,1999,11,531,-141
INDIANA,1999,12,1006,-31
INDIANA,2000,01,1208,31
INDIANA,2000,02,811,-167
INDIANA,2000,03,621,-125
INDIANA,2000,04,448,64
INDIANA,2000,05,131,-28
INDIANA,2000,06,22,4
INDIANA,2000,07,9,3
INDIANA,2000,08,13,2
INDIANA,2000,09,94,26
INDIANA,2000,10,268,-72
INDIANA,2000,11,748,76
INDIANA,2000,12,1437,400
INDIANA,2001,01,1189,12
INDIANA,2001,02,899,-79
INDIANA,2001,03,873,127
INDIANA,2001,04,278,-106
INDIANA,2001,05,134,-25
INDIANA,2001,06,31,13
INDIANA,2001,07,3,-3
INDIANA,2001,08,6,-5
INDIANA,2001,09,109,41
INDIANA,2001,10,366,26
INDIANA,2001,11,489,-183
INDIANA,2001,12,884,-153
INDIANA,2002,01,966,-211
INDIANA,2002,02,842,-136
INDIANA,2002,03,843,97
INDIANA,2002,04,365,-19
INDIANA,2002,05,251,92
INDIANA,2002,06,9,-9
INDIANA,2002,07,0,-6
INDIANA,2002,08,4,-7
INDIANA,2002,09,34,-34
INDIANA,2002,10,407,67
INDIANA,2002,11,764,92
INDIANA,2002,12,1045,8
INDIANA,2003,01,1363,186
INDIANA,2003,02,1115,137
INDIANA,2003,03,728,-18
INDIANA,2003,04,370,-14
INDIANA,2003,05,202,43
INDIANA,2003,06,50,32
INDIANA,2003,07,6,0
INDIANA,2003,08,6,-5
INDIANA,2003,09,111,43
INDIANA,2003,10,393,53
INDIANA,2003,11,580,-92
INDIANA,2003,12,988,-49
INDIANA,2004,01,1276,99
INDIANA,2004,02,997,19
INDIANA,2004,03,659,-87
INDIANA,2004,04,362,-22
INDIANA,2004,05,107,-52
INDIANA,2004,06,30,12
INDIANA,2004,07,8,2
INDIANA,2004,08,37,26
INDIANA,2004,09,53,-15
INDIANA,2004,10,340,0
INDIANA,2004,11,586,-86
INDIANA,2004,12,1071,34
INDIANA,2005,01,1112,-65
INDIANA,2005,02,860,-118
INDIANA,2005,03,876,130
INDIANA,2005,04,345,-39
INDIANA,2005,05,229,70
INDIANA,2005,06,7,-11
INDIANA,2005,07,0,-6
INDIANA,2005,08,3,-8
INDIANA,2005,09,32,-36
INDIANA,2005,10,323,-17
INDIANA,2005,11,625,-47
INDIANA,2005,12,1206,169
INDIANA,2006,01,817,-360
INDIANA,2006,02,943,-35
INDIANA,2006,03,771,25
INDIANA,2006,04,302,-82
INDIANA,2006,05,208,49
INDIANA,2006,06,27,9
INDIANA,2006,07,0,-6
INDIANA,2006,08,8,-3
INDIANA,2006,09,126,58
INDIANA,2006,10,442,102
INDIANA,2006,11,632,-40
INDIANA,2006,12,870,-167
INDIANA,2007,01,1032,-145
INDIANA,2007,02,1281,303
INDIANA,2007,03,587,-159
INDIANA,2007,04,479,95
INDIANA,2007,05,99,-60
INDIANA,2007,06,12,-6
INDIANA,2007,07,9,3
INDIANA,2007,08,2,-9
INDIANA,2007,09,36,-32
INDIANA,2007,10,193,-147
INDIANA,2007,11,703,31
INDIANA,2007,12,1025,-12
INDIANA,2008,01,1171,-6
INDIANA,2008,02,1050,72
INDIANA,2008,03,835,89
INDIANA,2008,04,392,8
INDIANA,2008,05,257,98
INDIANA,2008,06,13,-5
INDIANA,2008,07,5,-1
INDIANA,2008,08,17,6
INDIANA,2008,09,50,-18
INDIANA,2008,10,368,28
INDIANA,2008,11,745,73
INDIANA,2008,12,1134,97
INDIANA,2009,01,1375,198
INDIANA,2009,02,935,-43
INDIANA,2009,03,662,-84
INDIANA,2009,04,420,36
INDIANA,2009,05,171,12
INDIANA,2009,06,16,-2
INDIANA,2009,07,25,19
INDIANA,2009,08,19,8
INDIANA,2009,09,78,10
INDIANA,2009,10,460,120
INDIANA,2009,11,572,-100
INDIANA,2009,12,1089,52
INDIANA,2010,01,1285,108
INDIANA,2010,02,1110,132
INDIANA,2010,03,675,-71
INDIANA,2010,04,254,-130
INDIANA,2010,05,131,-28
INDIANA,2010,06,7,-11
INDIANA,2010,07,0,-6
INDIANA,2010,08,2,-9
INDIANA,2010,09,55,-13
INDIANA,2010,10,302,-38
INDIANA,2010,11,677,5
INDIANA,2010,12,1279,242
INDIANA,2011,01,1297,120
INDIANA,2011,02,969,-9
INDIANA,2011,03,743,-3
INDIANA,2011,04,384,0
INDIANA,2011,05,166,7
INDIANA,2011,06,12,-6
INDIANA,2011,07,0,-6
INDIANA,2011,08,9,-2
INDIANA,2011,09,108,40
INDIANA,2011,10,360,20
INDIANA,2011,11,552,-120
INDIANA,2011,12,894,-143
INDIANA,2012,01,1027,-150
INDIANA,2012,02,842,-136
INDIANA,2012,03,358,-388
INDIANA,2012,04,382,-2
INDIANA,2012,05,81,-78
INDIANA,2012,06,14,-4
INDIANA,2012,07,0,-6
INDIANA,2012,08,14,3
INDIANA,2012,09,100,32
INDIANA,2012,10,413,73
INDIANA,2012,11,756,84
INDIANA,2012,12,845,-192
INDIANA,2013,01,1103,-74
INDIANA,2013,02,988,10
INDIANA,2013,03,949,203
INDIANA,2013,04,443,59
INDIANA,2013,05,124,-35
INDIANA,2013,06,20,2
INDIANA,2013,07,7,1
INDIANA,2013,08,15,4
INDIANA,2013,09,59,-9
INDIANA,2013,10,349,9
INDIANA,2013,11,783,111
INDIANA,2013,12,1121,84
INDIANA,2014,01,1438,261
INDIANA,2014,02,1227,249
INDIANA,2014,03,979,233
INDIANA,2014,04,397,13
INDIANA,2014,05,156,-3
INDIANA,2014,06,11,-7
INDIANA,2014,07,26,20
INDIANA,2014,08,11,0
INDIANA,2014,09,102,34
INDIANA,2014,10,366,26
INDIANA,2014,11,895,223
INDIANA,2014,12,956,-81
INDIANA,2015,01,1252,75
INDIANA,2015,02,1298,320
INDIANA,2015,03,881,135
INDIANA,2015,04,382,-2
INDIANA,2015,05,118,-41
INDIANA,2015,06,20,2
INDIANA,2015,07,7,1
INDIANA,2015,08,19,8
INDIANA,2015,09,35,-33
INDIANA,2015,10,314,-26
INDIANA,2015,11,565,-107
INDIANA,2015,12,714,-323
INDIANA,2016,01,1176,-1
INDIANA,2016,02,882,-96
INDIANA,2016,03,569,-177
INDIANA,2016,04,405,21
INDIANA,2016,05,195,36
INDIANA,2016,06,10,-8
INDIANA,2016,07,0,-6
INDIANA,2016,08,1,-10
INDIANA,2016,09,26,-42
INDIANA,2016,10,215,-125
INDIANA,2016,11,546,-126
INDIANA,2016,12,1108,71
INDIANA,2017,01,982,-195
INDIANA,2017,02,674,-304
INDIANA,2017,03,712,-34
INDIANA,2017,04,268,-116
INDIANA,2017,05,196,37
INDIANA,2017,06,17,-1
INDIANA,2017,07,2,-4
INDIANA,2017,08,25,14
INDIANA,2017,09,53,-15
INDIANA,2017,10,254,-86
INDIANA,2017,11,690,18
INDIANA,2017,12,1115,78
INDIANA,2018,01,1270,93
INDIANA,2018,02,856,-122
INDIANA,2018,03,845,99
INDIANA,2018,04,612,228
INDIANA,2018,05,57,-102
INDIANA,2018,06,8,-10
INDIANA,2018,07,2,-4
INDIANA,2018,08,6,-5
INDIANA,2018,09,28,-40
INDIANA,2018,10,335,-5
INDIANA,2018,11,855,183
INDIANA,2018,12,931,-106
INDIANA,2019,01,1200,23
IOWA,1996,01,1512,126
IOWA,1996,02,1176,13
IOWA,1996,03,1081,209
IOWA,1996,04,574,104
IOWA,1996,05,291,90
IOWA,1996,06,34,2
IOWA,1996,07,23,11
IOWA,1996,08,29,4
IOWA,1996,09,157,57
IOWA,1996,10,416,-11
IOWA,1996,11,1071,266
IOWA,1996,12,1385,132
IOWA,1997,01,1556,170
IOWA,1997,02,1109,-54
IOWA,1997,03,853,-19
IOWA,1997,04,613,143
IOWA,1997,05,348,147
IOWA,1997,06,27,-5
IOWA,1997,07,10,-2
IOWA,1997,08,36,11
IOWA,1997,09,99,-1
IOWA,1997,10,408,-19
IOWA,1997,11,952,147
IOWA,1997,12,1163,-90
IOWA,1998,01,1279,-107
IOWA,1998,02,833,-330
IOWA,1998,03,976,104
IOWA,1998,04,457,-13
IOWA,1998,05,116,-85
IOWA,1998,06,58,26
IOWA,1998,07,8,-4
IOWA,1998,08,13,-12
IOWA,1998,09,46,-54
IOWA,1998,10,380,-47
IOWA,1998,11,723,-82
IOWA,1998,12,1096,-157
IOWA,1999,01,1487,101
IOWA,1999,02,892,-271
IOWA,1999,03,895,23
IOWA,1999,04,444,-26
IOWA,1999,05,192,-9
IOWA,1999,06,37,5
IOWA,1999,07,1,-11
IOWA,1999,08,31,6
IOWA,1999,09,148,48
IOWA,1999,10,439,12
IOWA,1999,11,623,-182
IOWA,1999,12,1182,-71
IOWA,2000,01,1347,-39
IOWA,2000,02,913,-250
IOWA,2000,03,682,-190
IOWA,2000,04,465,-5
IOWA,2000,05,155,-46
IOWA,2000,06,52,20
IOWA,2000,07,14,2
IOWA,2000,08,15,-10
IOWA,2000,09,90,-10
IOWA,2000,10,324,-103
IOWA,2000,11,965,160
IOWA,2000,12,1697,444
IOWA,2001,01,1369,-17
IOWA,2001,02,1297,134
IOWA,2001,03,1072,200
IOWA,2001,04,365,-105
IOWA,2001,05,184,-17
IOWA,2001,06,46,14
IOWA,2001,07,4,-8
IOWA,2001,08,15,-10
IOWA,2001,09,152,52
IOWA,2001,10,463,36
IOWA,2001,11,510,-295
IOWA,2001,12,1055,-198
IOWA,2002,01,1114,-272
IOWA,2002,02,980,-183
IOWA,2002,03,1034,162
IOWA,2002,04,485,15
IOWA,2002,05,277,76
IOWA,2002,06,17,-15
IOWA,2002,07,1,-11
IOWA,2002,08,25,0
IOWA,2002,09,79,-21
IOWA,2002,10,570,143
IOWA,2002,11,904,99
IOWA,2002,12,1116,-137
IOWA,2003,01,1424,38
IOWA,2003,02,1249,86
IOWA,2003,03,931,59
IOWA,2003,04,439,-31
IOWA,2003,05,252,51
IOWA,2003,06,57,25
IOWA,2003,07,11,-1
IOWA,2003,08,10,-15
IOWA,2003,09,151,51
IOWA,2003,10,403,-24
IOWA,2003,11,861,56
IOWA,2003,12,1134,-119
IOWA,2004,01,1460,74
IOWA,2004,02,1173,10
IOWA,2004,03,749,-123
IOWA,2004,04,421,-49
IOWA,2004,05,191,-10
IOWA,2004,06,58,26
IOWA,2004,07,23,11
IOWA,2004,08,74,49
IOWA,2004,09,67,-33
IOWA,2004,10,413,-14
IOWA,2004,11,727,-78
IOWA,2004,12,1191,-62
IOWA,2005,01,1423,37
IOWA,2005,02,945,-218
IOWA,2005,03,896,24
IOWA,2005,04,352,-118
IOWA,2005,05,260,59
IOWA,2005,06,14,-18
IOWA,2005,07,6,-6
IOWA,2005,08,21,-4
IOWA,2005,09,51,-49
IOWA,2005,10,390,-37
IOWA,2005,11,760,-45
IOWA,2005,12,1415,162
IOWA,2006,01,1007,-379
IOWA,2006,02,1113,-50
IOWA,2006,03,877,5
IOWA,2006,04,345,-125
IOWA,2006,05,196,-5
IOWA,2006,06,32,0
IOWA,2006,07,2,-10
IOWA,2006,08,17,-8
IOWA,2006,09,174,74
IOWA,2006,10,529,102
IOWA,2006,11,758,-47
IOWA,2006,12,1045,-208
IOWA,2007,01,1332,-54
IOWA,2007,02,1392,229
IOWA,2007,03,722,-150
IOWA,2007,04,548,78
IOWA,2007,05,120,-81
IOWA,2007,06,26,-6
IOWA,2007,07,10,-2
IOWA,2007,08,9,-16
IOWA,2007,09,87,-13
IOWA,2007,10,294,-133
IOWA,2007,11,831,26
IOWA,2007,12,1374,121
IOWA,2008,01,1492,106
IOWA,2008,02,1344,181
IOWA,2008,03,1008,136
IOWA,2008,04,557,87
IOWA,2008,05,267,66
IOWA,2008,06,35,3
IOWA,2008,07,11,-1
IOWA,2008,08,32,7
IOWA,2008,09,106,6
IOWA,2008,10,445,18
IOWA,2008,11,825,20
IOWA,2008,12,1468,215
IOWA,2009,01,1620,234
IOWA,2009,02,1075,-88
IOWA,2009,03,853,-19
IOWA,2009,04,535,65
IOWA,2009,05,210,9
IOWA,2009,06,38,6
IOWA,2009,07,47,35
IOWA,2009,08,46,21
IOWA,2009,09,111,11
IOWA,2009,10,612,185
IOWA,2009,11,643,-162
IOWA,2009,12,1381,128
IOWA,2010,01,1583,197
IOWA,2010,02,1327,164
IOWA,2010,03,808,-64
IOWA,2010,04,303,-167
IOWA,2010,05,203,2
IOWA,2010,06,24,-8
IOWA,2010,07,5,-7
IOWA,2010,08,9,-16
IOWA,2010,09,114,14
IOWA,2010,10,355,-72
IOWA,2010,11,801,-4
IOWA,2010,12,1429,176
IOWA,2011,01,1541,155
IOWA,2011,02,1178,15
IOWA,2011,03,919,47
IOWA,2011,04,521,51
IOWA,2011,05,223,22
IOWA,2011,06,32,0
IOWA,2011,07,0,-12
IOWA,2011,08,18,-7
IOWA,2011,09,171,71
IOWA,2011,10,370,-57
IOWA,2011,11,757,-48
IOWA,2011,12,1096,-157
IOWA,2012,01,1195,-191
IOWA,2012,02,983,-180
IOWA,2012,03,446,-426
IOWA,2012,04,392,-78
IOWA,2012,05,116,-85
IOWA,2012,06,20,-12
IOWA,2012,07,0,-12
IOWA,2012,08,24,-1
IOWA,2012,09,135,35
IOWA,2012,10,500,73
IOWA,2012,11,775,-30
IOWA,2012,12,1144,-109
IOWA,2013,01,1327,-59
IOWA,2013,02,1142,-21
IOWA,2013,03,1120,248
IOWA,2013,04,621,151
IOWA,2013,05,220,19
IOWA,2013,06,38,6
IOWA,2013,07,14,2
IOWA,2013,08,18,-7
IOWA,2013,09,58,-42
IOWA,2013,10,446,19
IOWA,2013,11,931,126
IOWA,2013,12,1473,220
IOWA,2014,01,1588,202
IOWA,2014,02,1463,300
IOWA,2014,03,1100,228
