LOCATION,YEAR,MONTH,Avg_Temperature,Anomaly
ALABAMA,1996,01,43.5,-1.4
ALABAMA,1996,02,47.3,-1.4
ALABAMA,1996,03,50.9,-5.5
ALABAMA,1996,04,60.0,-3.4
ALABAMA,1996,05,73.0,1.9
ALABAMA,1996,06,76.7,-1.3
ALABAMA,1996,07,79.6,-0.7
ALABAMA,1996,08,77.9,-2.0
ALABAMA,1996,09,72.1,-2.9
ALABAMA,1996,10,62.7,-1.8
ALABAMA,1996,11,52.7,-1.5
ALABAMA,1996,12,49.1,1.5
ALABAMA,1997,01,45.9,1.0
ALABAMA,1997,02,50.8,2.1
ALABAMA,1997,03,61.2,4.8
ALABAMA,1997,04,58.8,-4.6
ALABAMA,1997,05,67.2,-3.9
ALABAMA,1997,06,74.0,-4.0
ALABAMA,1997,07,80.1,-0.2
ALABAMA,1997,08,77.7,-2.2
ALABAMA,1997,09,74.8,-0.2
ALABAMA,1997,10,63.1,-1.4
ALABAMA,1997,11,50.0,-4.2
ALABAMA,1997,12,44.8,-2.8
ALABAMA,1998,01,47.8,2.9
ALABAMA,1998,02,49.2,0.5
ALABAMA,1998,03,53.4,-3.0
ALABAMA,1998,04,61.6,-1.8
ALABAMA,1998,05,73.6,2.5
ALABAMA,1998,06,80.7,2.7
ALABAMA,1998,07,81.8,1.5
ALABAMA,1998,08,79.9,0.0
ALABAMA,1998,09,77.4,2.4
ALABAMA,1998,10,66.8,2.3
ALABAMA,1998,11,57.9,3.7
ALABAMA,1998,12,51.4,3.8
ALABAMA,1999,01,49.4,4.5
ALABAMA,1999,02,51.8,3.1
ALABAMA,1999,03,52.8,-3.6
ALABAMA,1999,04,67.1,3.7
ALABAMA,1999,05,69.5,-1.6
ALABAMA,1999,06,76.7,-1.3
ALABAMA,1999,07,80.5,0.2
ALABAMA,1999,08,81.8,1.9
ALABAMA,1999,09,73.3,-1.7
ALABAMA,1999,10,63.6,-0.9
ALABAMA,1999,11,56.2,2.0
ALABAMA,1999,12,47.0,-0.6
ALABAMA,2000,01,46.5,1.6
ALABAMA,2000,02,52.3,3.6
ALABAMA,2000,03,58.9,2.5
ALABAMA,2000,04,60.1,-3.3
ALABAMA,2000,05,74.0,2.9
ALABAMA,2000,06,77.6,-0.4
ALABAMA,2000,07,81.9,1.6
ALABAMA,2000,08,81.0,1.1
ALABAMA,2000,09,73.9,-1.1
ALABAMA,2000,10,64.6,0.1
ALABAMA,2000,11,52.8,-1.4
ALABAMA,2000,12,39.2,-8.4
ALABAMA,2001,01,41.2,-3.7
ALABAMA,2001,02,52.6,3.9
ALABAMA,2001,03,51.4,-5.0
ALABAMA,2001,04,64.7,1.3
ALABAMA,2001,05,70.6,-0.5
ALABAMA,2001,06,75.8,-2.2
ALABAMA,2001,07,79.7,-0.6
ALABAMA,2001,08,78.5,-1.4
ALABAMA,2001,09,71.9,-3.1
ALABAMA,2001,10,60.6,-3.9
ALABAMA,2001,11,58.8,4.6
ALABAMA,2001,12,50.6,3.0
ALABAMA,2002,01,46.8,1.9
ALABAMA,2002,02,46.0,-2.7
ALABAMA,2002,03,55.0,-1.4
ALABAMA,2002,04,66.4,3.0
ALABAMA,2002,05,70.2,-0.9
ALABAMA,2002,06,77.2,-0.8
ALABAMA,2002,07,80.3,0.0
ALABAMA,2002,08,79.7,-0.2
ALABAMA,2002,09,77.3,2.3
ALABAMA,2002,10,67.8,3.3
ALABAMA,2002,11,51.0,-3.2
ALABAMA,2002,12,45.2,-2.4
ALABAMA,2003,01,40.0,-4.9
ALABAMA,2003,02,48.0,-0.7
ALABAMA,2003,03,57.6,1.2
ALABAMA,2003,04,63.3,-0.1
ALABAMA,2003,05,71.6,0.5
ALABAMA,2003,06,75.6,-2.4
ALABAMA,2003,07,78.5,-1.8
ALABAMA,2003,08,79.4,-0.5
ALABAMA,2003,09,73.1,-1.9
ALABAMA,2003,10,63.5,-1.0
ALABAMA,2003,11,58.2,4.0
ALABAMA,2003,12,44.0,-3.6
ALABAMA,2004,01,44.2,-0.7
ALABAMA,2004,02,45.4,-3.3
ALABAMA,2004,03,59.0,2.6
ALABAMA,2004,04,61.2,-2.2
ALABAMA,2004,05,72.7,1.6
ALABAMA,2004,06,76.8,-1.2
ALABAMA,2004,07,79.2,-1.1
ALABAMA,2004,08,76.3,-3.6
ALABAMA,2004,09,73.8,-1.2
ALABAMA,2004,10,68.5,4.0
ALABAMA,2004,11,57.8,3.6
ALABAMA,2004,12,45.1,-2.5
ALABAMA,2005,01,49.2,4.3
ALABAMA,2005,02,51.2,2.5
ALABAMA,2005,03,53.5,-2.9
ALABAMA,2005,04,61.0,-2.4
ALABAMA,2005,05,68.3,-2.8
ALABAMA,2005,06,76.7,-1.3
ALABAMA,2005,07,80.4,0.1
ALABAMA,2005,08,80.5,0.6
ALABAMA,2005,09,76.9,1.9
ALABAMA,2005,10,63.8,-0.7
ALABAMA,2005,11,55.8,1.6
ALABAMA,2005,12,43.4,-4.2
ALABAMA,2006,01,51.1,6.2
ALABAMA,2006,02,46.1,-2.6
ALABAMA,2006,03,56.1,-0.3
ALABAMA,2006,04,67.5,4.1
ALABAMA,2006,05,70.4,-0.7
ALABAMA,2006,06,78.1,0.1
ALABAMA,2006,07,81.9,1.6
ALABAMA,2006,08,82.3,2.4
ALABAMA,2006,09,72.8,-2.2
ALABAMA,2006,10,61.9,-2.6
ALABAMA,2006,11,52.8,-1.4
ALABAMA,2006,12,49.4,1.8
ALABAMA,2007,01,46.7,1.8
ALABAMA,2007,02,44.8,-3.9
ALABAMA,2007,03,60.0,3.6
ALABAMA,2007,04,60.0,-3.4
ALABAMA,2007,05,71.2,0.1
ALABAMA,2007,06,78.8,0.8
ALABAMA,2007,07,79.2,-1.1
ALABAMA,2007,08,84.4,4.5
ALABAMA,2007,09,76.0,1.0
ALABAMA,2007,10,66.5,2.0
ALABAMA,2007,11,53.6,-0.6
ALABAMA,2007,12,51.6,4.0
ALABAMA,2008,01,43.0,-1.9
ALABAMA,2008,02,49.2,0.5
ALABAMA,2008,03,55.2,-1.2
ALABAMA,2008,04,62.8,-0.6
ALABAMA,2008,05,70.3,-0.8
ALABAMA,2008,06,78.7,0.7
ALABAMA,2008,07,80.0,-0.3
ALABAMA,2008,08,78.4,-1.5
ALABAMA,2008,09,74.5,-0.5
ALABAMA,2008,10,62.2,-2.3
ALABAMA,2008,11,51.0,-3.2
ALABAMA,2008,12,49.7,2.1
ALABAMA,2009,01,45.3,0.4
ALABAMA,2009,02,48.2,-0.5
ALABAMA,2009,03,57.3,0.9
ALABAMA,2009,04,61.4,-2.0
ALABAMA,2009,05,71.2,0.1
ALABAMA,2009,06,79.4,1.4
ALABAMA,2009,07,78.1,-2.2
ALABAMA,2009,08,78.0,-1.9
ALABAMA,2009,09,75.0,0.0
ALABAMA,2009,10,62.8,-1.7
ALABAMA,2009,11,53.4,-0.8
ALABAMA,2009,12,44.8,-2.8
ALABAMA,2010,01,40.0,-4.9
ALABAMA,2010,02,40.6,-8.1
ALABAMA,2010,03,51.2,-5.2
ALABAMA,2010,04,64.2,0.8
ALABAMA,2010,05,73.3,2.2
ALABAMA,2010,06,80.9,2.9
ALABAMA,2010,07,82.6,2.3
ALABAMA,2010,08,83.0,3.1
ALABAMA,2010,09,76.9,1.9
ALABAMA,2010,10,64.3,-0.2
ALABAMA,2010,11,55.2,1.0
ALABAMA,2010,12,40.3,-7.3
ALABAMA,2011,01,41.1,-3.8
ALABAMA,2011,02,49.5,0.8
ALABAMA,2011,03,57.8,1.4
ALABAMA,2011,04,65.7,2.3
ALABAMA,2011,05,69.9,-1.2
ALABAMA,2011,06,81.2,3.2
ALABAMA,2011,07,81.7,1.4
ALABAMA,2011,08,81.8,1.9
ALABAMA,2011,09,72.1,-2.9
ALABAMA,2011,10,60.6,-3.9
ALABAMA,2011,11,55.3,1.1
ALABAMA,2011,12,49.3,1.7
ALABAMA,2012,01,50.1,5.2
ALABAMA,2012,02,52.1,3.4
ALABAMA,2012,03,64.6,8.2
ALABAMA,2012,04,65.0,1.6
ALABAMA,2012,05,73.4,2.3
ALABAMA,2012,06,76.8,-1.2
ALABAMA,2012,07,81.6,1.3
ALABAMA,2012,08,78.1,-1.8
ALABAMA,2012,09,73.0,-2.0
ALABAMA,2012,10,62.2,-2.3
ALABAMA,2012,11,51.2,-3.0
ALABAMA,2012,12,50.9,3.3
ALABAMA,2013,01,50.0,5.1
ALABAMA,2013,02,48.0,-0.7
ALABAMA,2013,03,49.8,-6.6
ALABAMA,2013,04,62.2,-1.2
ALABAMA,2013,05,68.2,-2.9
ALABAMA,2013,06,78.0,0.0
ALABAMA,2013,07,77.7,-2.6
ALABAMA,2013,08,77.9,-2.0
ALABAMA,2013,09,75.0,0.0
ALABAMA,2013,10,64.9,0.4
ALABAMA,2013,11,51.6,-2.6
ALABAMA,2013,12,47.9,0.3
ALABAMA,2014,01,37.3,-7.6
ALABAMA,2014,02,47.3,-1.4
ALABAMA,2014,03,52.3,-4.1
ALABAMA,2014,04,62.4,-1.0
ALABAMA,2014,05,70.2,-0.9
ALABAMA,2014,06,77.9,-0.1
ALABAMA,2014,07,77.8,-2.5
ALABAMA,2014,08,79.5,-0.4
ALABAMA,2014,09,76.3,1.3
ALABAMA,2014,10,65.2,0.7
ALABAMA,2014,11,48.2,-6.0
ALABAMA,2014,12,50.0,2.4
ALABAMA,2015,01,43.6,-1.3
ALABAMA,2015,02,41.3,-7.4
ALABAMA,2015,03,57.8,1.4
ALABAMA,2015,04,66.0,2.6
ALABAMA,2015,05,71.8,0.7
ALABAMA,2015,06,78.8,0.8
ALABAMA,2015,07,81.6,1.3
ALABAMA,2015,08,79.0,-0.9
ALABAMA,2015,09,74.4,-0.6
ALABAMA,2015,10,65.0,0.5
ALABAMA,2015,11,59.2,5.0
ALABAMA,2015,12,56.9,9.3
ALABAMA,2016,01,43.0,-1.9
ALABAMA,2016,02,49.8,1.1
ALABAMA,2016,03,59.7,3.3
ALABAMA,2016,04,63.6,0.2
ALABAMA,2016,05,70.2,-0.9
ALABAMA,2016,06,79.2,1.2
ALABAMA,2016,07,82.0,1.7
ALABAMA,2016,08,81.6,1.7
ALABAMA,2016,09,78.6,3.6
ALABAMA,2016,10,68.5,4.0
ALABAMA,2016,11,57.8,3.6
ALABAMA,2016,12,50.1,2.5
ALABAMA,2017,01,52.4,7.5
ALABAMA,2017,02,55.6,6.9
ALABAMA,2017,03,58.4,2.0
ALABAMA,2017,04,67.2,3.8
ALABAMA,2017,05,69.9,-1.2
ALABAMA,2017,06,75.8,-2.2
ALABAMA,2017,07,80.6,0.3
ALABAMA,2017,08,78.8,-1.1
ALABAMA,2017,09,73.4,-1.6
ALABAMA,2017,10,65.8,1.3
ALABAMA,2017,11,55.6,1.4
ALABAMA,2017,12,46.9,-0.7
ALABAMA,2018,01,40.4,-4.5
ALABAMA,2018,02,58.0,9.3
ALABAMA,2018,03,55.3,-1.1
ALABAMA,2018,04,59.4,-4.0
ALABAMA,2018,05,74.4,3.3
ALABAMA,2018,06,79.2,1.2
ALABAMA,2018,07,80.6,0.3
ALABAMA,2018,08,79.5,-0.4
ALABAMA,2018,09,79.4,4.4
ALABAMA,2018,10,67.4,2.9
ALABAMA,2018,11,50.4,-3.8
ALABAMA,2018,12,49.0,1.4
ALABAMA,2019,01,46.5,1.6
ARIZONA,1996,01,44.2,0.9
ARIZONA,1996,02,50.1,3.7
ARIZONA,1996,03,51.9,-0.8
ARIZONA,1996,04,59.9,1.0
ARIZONA,1996,05,69.6,2.3
ARIZONA,1996,06,78.0,0.5
ARIZONA,1996,07,82.3,0.9
ARIZONA,1996,08,80.2,1.0
ARIZONA,1996,09,70.3,-3.4
ARIZONA,1996,10,60.8,-1.8
ARIZONA,1996,11,51.0,-0.3
ARIZONA,1996,12,44.2,1.7
ARIZONA,1997,01,42.0,-1.3
ARIZONA,1997,02,44.7,-1.7
ARIZONA,1997,03,55.0,2.3
ARIZONA,1997,04,56.2,-2.7
ARIZONA,1997,05,70.5,3.2
ARIZONA,1997,06,73.8,-3.7
ARIZONA,1997,07,79.4,-2.0
ARIZONA,1997,08,79.1,-0.1
ARIZONA,1997,09,75.0,1.3
ARIZONA,1997,10,60.2,-2.4
ARIZONA,1997,11,51.0,-0.3
ARIZONA,1997,12,39.4,-3.1
ARIZONA,1998,01,43.8,0.5
ARIZONA,1998,02,42.0,-4.4
ARIZONA,1998,03,49.0,-3.7
ARIZONA,1998,04,52.7,-6.2
ARIZONA,1998,05,63.0,-4.3
ARIZONA,1998,06,71.8,-5.7
ARIZONA,1998,07,81.2,-0.2
ARIZONA,1998,08,80.4,1.2
ARIZONA,1998,09,73.6,-0.1
ARIZONA,1998,10,60.5,-2.1
ARIZONA,1998,11,50.6,-0.7
ARIZONA,1998,12,42.7,0.2
ARIZONA,1999,01,45.4,2.1
ARIZONA,1999,02,48.0,1.6
ARIZONA,1999,03,53.0,0.3
ARIZONA,1999,04,53.2,-5.7
ARIZONA,1999,05,65.3,-2.0
ARIZONA,1999,06,74.5,-3.0
ARIZONA,1999,07,78.3,-3.1
ARIZONA,1999,08,77.8,-1.4
ARIZONA,1999,09,72.6,-1.1
ARIZONA,1999,10,64.2,1.6
ARIZONA,1999,11,55.1,3.8
ARIZONA,1999,12,42.0,-0.5
ARIZONA,2000,01,45.8,2.5
ARIZONA,2000,02,48.4,2.0
ARIZONA,2000,03,50.5,-2.2
ARIZONA,2000,04,61.9,3.0
ARIZONA,2000,05,71.2,3.9
ARIZONA,2000,06,77.8,0.3
ARIZONA,2000,07,81.5,0.1
ARIZONA,2000,08,79.4,0.2
ARIZONA,2000,09,74.9,1.2
ARIZONA,2000,10,60.2,-2.4
ARIZONA,2000,11,43.8,-7.5
ARIZONA,2000,12,44.7,2.2
ARIZONA,2001,01,40.3,-3.0
ARIZONA,2001,02,44.2,-2.2
ARIZONA,2001,03,51.8,-0.9
ARIZONA,2001,04,57.5,-1.4
ARIZONA,2001,05,70.8,3.5
ARIZONA,2001,06,77.5,0.0
ARIZONA,2001,07,79.8,-1.6
ARIZONA,2001,08,79.1,-0.1
ARIZONA,2001,09,75.6,1.9
ARIZONA,2001,10,64.7,2.1
ARIZONA,2001,11,52.9,1.6
ARIZONA,2001,12,40.2,-2.3
ARIZONA,2002,01,42.3,-1.0
ARIZONA,2002,02,46.2,-0.2
ARIZONA,2002,03,49.8,-2.9
ARIZONA,2002,04,62.0,3.1
ARIZONA,2002,05,67.0,-0.3
ARIZONA,2002,06,78.8,1.3
ARIZONA,2002,07,82.3,0.9
ARIZONA,2002,08,79.8,0.6
ARIZONA,2002,09,73.6,-0.1
ARIZONA,2002,10,60.0,-2.6
ARIZONA,2002,11,51.3,0.0
ARIZONA,2002,12,41.0,-1.5
ARIZONA,2003,01,48.8,5.5
ARIZONA,2003,02,45.5,-0.9
ARIZONA,2003,03,50.6,-2.1
ARIZONA,2003,04,55.6,-3.3
ARIZONA,2003,05,68.3,1.0
ARIZONA,2003,06,76.3,-1.2
ARIZONA,2003,07,83.8,2.4
ARIZONA,2003,08,80.0,0.8
ARIZONA,2003,09,74.8,1.1
ARIZONA,2003,10,67.3,4.7
ARIZONA,2003,11,48.8,-2.5
ARIZONA,2003,12,43.0,0.5
ARIZONA,2004,01,42.8,-0.5
ARIZONA,2004,02,42.1,-4.3
ARIZONA,2004,03,58.1,5.4
ARIZONA,2004,04,57.9,-1.0
ARIZONA,2004,05,68.4,1.1
ARIZONA,2004,06,75.9,-1.6
ARIZONA,2004,07,80.1,-1.3
ARIZONA,2004,08,77.7,-1.5
ARIZONA,2004,09,71.8,-1.9
ARIZONA,2004,10,60.0,-2.6
ARIZONA,2004,11,47.3,-4.0
ARIZONA,2004,12,42.8,0.3
ARIZONA,2005,01,45.1,1.8
ARIZONA,2005,02,46.2,-0.2
ARIZONA,2005,03,49.9,-2.8
ARIZONA,2005,04,57.2,-1.7
ARIZONA,2005,05,67.9,0.6
ARIZONA,2005,06,74.4,-3.1
ARIZONA,2005,07,82.7,1.3
ARIZONA,2005,08,77.5,-1.7
ARIZONA,2005,09,73.4,-0.3
ARIZONA,2005,10,62.8,0.2
ARIZONA,2005,11,52.6,1.3
ARIZONA,2005,12,43.9,1.4
ARIZONA,2006,01,44.1,0.8
ARIZONA,2006,02,47.8,1.4
ARIZONA,2006,03,48.3,-4.4
ARIZONA,2006,04,59.0,0.1
ARIZONA,2006,05,70.0,2.7
ARIZONA,2006,06,79.5,2.0
ARIZONA,2006,07,82.3,0.9
ARIZONA,2006,08,77.9,-1.3
ARIZONA,2006,09,69.8,-3.9
ARIZONA,2006,10,60.2,-2.4
ARIZONA,2006,11,52.8,1.5
ARIZONA,2006,12,41.8,-0.7
ARIZONA,2007,01,39.0,-4.3
ARIZONA,2007,02,46.7,0.3
ARIZONA,2007,03,54.5,1.8
ARIZONA,2007,04,59.3,0.4
ARIZONA,2007,05,68.4,1.1
ARIZONA,2007,06,77.3,-0.2
ARIZONA,2007,07,82.0,0.6
ARIZONA,2007,08,80.5,1.3
ARIZONA,2007,09,73.8,0.1
ARIZONA,2007,10,62.4,-0.2
ARIZONA,2007,11,55.3,4.0
ARIZONA,2007,12,39.9,-2.6
ARIZONA,2008,01,39.8,-3.5
ARIZONA,2008,02,45.0,-1.4
ARIZONA,2008,03,51.8,-0.9
ARIZONA,2008,04,58.0,-0.9
ARIZONA,2008,05,63.6,-3.7
ARIZONA,2008,06,77.3,-0.2
ARIZONA,2008,07,80.4,-1.0
ARIZONA,2008,08,79.3,0.1
ARIZONA,2008,09,73.6,-0.1
ARIZONA,2008,10,62.9,0.3
ARIZONA,2008,11,53.3,2.0
ARIZONA,2008,12,42.4,-0.1
ARIZONA,2009,01,45.2,1.9
ARIZONA,2009,02,46.6,0.2
ARIZONA,2009,03,52.5,-0.2
ARIZONA,2009,04,57.0,-1.9
ARIZONA,2009,05,70.8,3.5
ARIZONA,2009,06,73.0,-4.5
ARIZONA,2009,07,82.8,1.4
ARIZONA,2009,08,79.7,0.5
ARIZONA,2009,09,74.1,0.4
ARIZONA,2009,10,59.4,-3.2
ARIZONA,2009,11,52.9,1.6
ARIZONA,2009,12,39.0,-3.5
ARIZONA,2010,01,42.2,-1.1
ARIZONA,2010,02,44.3,-2.1
ARIZONA,2010,03,49.2,-3.5
ARIZONA,2010,04,56.1,-2.8
ARIZONA,2010,05,63.1,-4.2
ARIZONA,2010,06,75.9,-1.6
ARIZONA,2010,07,81.8,0.4
ARIZONA,2010,08,79.0,-0.2
ARIZONA,2010,09,75.4,1.7
ARIZONA,2010,10,62.7,0.1
ARIZONA,2010,11,48.3,-3.0
ARIZONA,2010,12,46.7,4.2
ARIZONA,2011,01,41.5,-1.8
ARIZONA,2011,02,41.7,-4.7
ARIZONA,2011,03,53.3,0.6
ARIZONA,2011,04,58.9,0.0
ARIZONA,2011,05,63.2,-4.1
ARIZONA,2011,06,75.7,-1.8
ARIZONA,2011,07,80.8,-0.6
ARIZONA,2011,08,82.2,3.0
ARIZONA,2011,09,74.6,0.9
ARIZONA,2011,10,62.8,0.2
ARIZONA,2011,11,49.4,-1.9
ARIZONA,2011,12,39.9,-2.6
ARIZONA,2012,01,45.3,2.0
ARIZONA,2012,02,45.6,-0.8
ARIZONA,2012,03,51.6,-1.1
ARIZONA,2012,04,60.6,1.7
ARIZONA,2012,05,69.3,2.0
ARIZONA,2012,06,78.7,1.2
ARIZONA,2012,07,80.0,-1.4
ARIZONA,2012,08,80.5,1.3
ARIZONA,2012,09,73.7,0.0
ARIZONA,2012,10,63.8,1.2
ARIZONA,2012,11,53.8,2.5
ARIZONA,2012,12,42.4,-0.1
ARIZONA,2013,01,38.6,-4.7
ARIZONA,2013,02,42.2,-4.2
ARIZONA,2013,03,54.8,2.1
ARIZONA,2013,04,59.4,0.5
ARIZONA,2013,05,67.4,0.1
ARIZONA,2013,06,79.5,2.0
ARIZONA,2013,07,81.0,-0.4
ARIZONA,2013,08,78.5,-0.7
ARIZONA,2013,09,72.4,-1.3
ARIZONA,2013,10,58.8,-3.8
ARIZONA,2013,11,51.3,0.0
ARIZONA,2013,12,41.5,-1.0
ARIZONA,2014,01,46.5,3.2
ARIZONA,2014,02,50.0,3.6
ARIZONA,2014,03,53.9,1.2
ARIZONA,2014,04,59.1,0.2
ARIZONA,2014,05,66.8,-0.5
ARIZONA,2014,06,77.7,0.2
ARIZONA,2014,07,81.4,0.0
ARIZONA,2014,08,76.5,-2.7
ARIZONA,2014,09,74.2,0.5
ARIZONA,2014,10,64.9,2.3
ARIZONA,2014,11,51.7,0.4
ARIZONA,2014,12,44.3,1.8
ARIZONA,2015,01,45.1,1.8
ARIZONA,2015,02,52.0,5.6
ARIZONA,2015,03,56.3,3.6
ARIZONA,2015,04,58.4,-0.5
ARIZONA,2015,05,62.9,-4.4
ARIZONA,2015,06,78.4,0.9
ARIZONA,2015,07,78.6,-2.8
ARIZONA,2015,08,80.6,1.4
ARIZONA,2015,09,75.0,1.3
ARIZONA,2015,10,64.5,1.9
ARIZONA,2015,11,48.3,-3.0
ARIZONA,2015,12,40.9,-1.6
ARIZONA,2016,01,41.8,-1.5
ARIZONA,2016,02,50.6,4.2
ARIZONA,2016,03,54.9,2.2
ARIZONA,2016,04,58.5,-0.4
ARIZONA,2016,05,64.6,-2.7
ARIZONA,2016,06,80.3,2.8
ARIZONA,2016,07,82.4,1.0
ARIZONA,2016,08,77.5,-1.7
ARIZONA,2016,09,71.6,-2.1
ARIZONA,2016,10,66.1,3.5
ARIZONA,2016,11,53.1,1.8
ARIZONA,2016,12,44.7,2.2
ARIZONA,2017,01,42.3,-1.0
ARIZONA,2017,02,49.4,3.0
ARIZONA,2017,03,56.6,3.9
ARIZONA,2017,04,59.9,1.0
ARIZONA,2017,05,66.1,-1.2
ARIZONA,2017,06,79.8,2.3
ARIZONA,2017,07,81.5,0.1
ARIZONA,2017,08,79.1,-0.1
ARIZONA,2017,09,72.4,-1.3
ARIZONA,2017,10,65.1,2.5
ARIZONA,2017,11,57.6,6.3
ARIZONA,2017,12,46.6,4.1
ARIZONA,2018,01,47.6,4.3
ARIZONA,2018,02,46.8,0.4
ARIZONA,2018,03,52.3,-0.4
ARIZONA,2018,04,62.9,4.0
ARIZONA,2018,05,68.5,1.2
ARIZONA,2018,06,78.6,1.1
ARIZONA,2018,07,82.2,0.8
ARIZONA,2018,08,80.2,1.0
ARIZONA,2018,09,76.0,2.3
ARIZONA,2018,10,59.9,-2.7
ARIZONA,2018,11,49.4,-1.9
ARIZONA,2018,12,42.7,0.2
ARIZONA,2019,01,42.4,-0.9
ARKANSAS,1996,01,38.2,-2.0
ARKANSAS,1996,02,44.4,0.8
ARKANSAS,1996,03,46.2,-6.4
ARKANSAS,1996,04,58.2,-3.3
ARKANSAS,1996,05,72.3,2.9
ARKANSAS,1996,06,76.3,-1.1
ARKANSAS,1996,07,79.2,-1.2
ARKANSAS,1996,08,77.6,-2.5
ARKANSAS,1996,09,70.0,-3.2
ARKANSAS,1996,10,61.2,-0.9
ARKANSAS,1996,11,46.6,-4.8
ARKANSAS,1996,12,44.6,2.3
ARKANSAS,1997,01,38.6,-1.6
ARKANSAS,1997,02,46.0,2.4
ARKANSAS,1997,03,54.8,2.2
ARKANSAS,1997,04,56.0,-5.5
ARKANSAS,1997,05,65.9,-3.5
ARKANSAS,1997,06,74.3,-3.1
ARKANSAS,1997,07,81.3,0.9
ARKANSAS,1997,08,77.4,-2.7
ARKANSAS,1997,09,73.2,0.0
ARKANSAS,1997,10,60.9,-1.2
ARKANSAS,1997,11,47.1,-4.3
ARKANSAS,1997,12,40.4,-1.9
ARKANSAS,1998,01,44.3,4.1
ARKANSAS,1998,02,46.5,2.9
ARKANSAS,1998,03,49.6,-3.0
ARKANSAS,1998,04,59.7,-1.8
ARKANSAS,1998,05,72.7,3.3
ARKANSAS,1998,06,79.9,2.5
ARKANSAS,1998,07,84.0,3.6
ARKANSAS,1998,08,80.9,0.8
ARKANSAS,1998,09,77.9,4.7
ARKANSAS,1998,10,64.1,2.0
ARKANSAS,1998,11,53.7,2.3
ARKANSAS,1998,12,43.9,1.6
ARKANSAS,1999,01,42.6,2.4
ARKANSAS,1999,02,49.6,6.0
ARKANSAS,1999,03,49.0,-3.6
ARKANSAS,1999,04,63.4,1.9
ARKANSAS,1999,05,68.2,-1.2
ARKANSAS,1999,06,76.5,-0.9
ARKANSAS,1999,07,81.6,1.2
ARKANSAS,1999,08,81.2,1.1
ARKANSAS,1999,09,71.9,-1.3
ARKANSAS,1999,10,62.0,-0.1
ARKANSAS,1999,11,55.8,4.4
ARKANSAS,1999,12,44.0,1.7
ARKANSAS,2000,01,41.8,1.6
ARKANSAS,2000,02,49.1,5.5
ARKANSAS,2000,03,54.8,2.2
ARKANSAS,2000,04,59.2,-2.3
ARKANSAS,2000,05,70.8,1.4
ARKANSAS,2000,06,75.1,-2.3
ARKANSAS,2000,07,80.1,-0.3
ARKANSAS,2000,08,83.8,3.7
ARKANSAS,2000,09,73.7,0.5
ARKANSAS,2000,10,63.9,1.8
ARKANSAS,2000,11,46.8,-4.6
ARKANSAS,2000,12,31.6,-10.7
ARKANSAS,2001,01,37.0,-3.2
ARKANSAS,2001,02,45.5,1.9
ARKANSAS,2001,03,47.9,-4.7
ARKANSAS,2001,04,65.4,3.9
ARKANSAS,2001,05,70.0,0.6
ARKANSAS,2001,06,75.5,-1.9
ARKANSAS,2001,07,82.0,1.6
ARKANSAS,2001,08,80.8,0.7
ARKANSAS,2001,09,70.9,-2.3
ARKANSAS,2001,10,59.5,-2.6
ARKANSAS,2001,11,55.0,3.6
ARKANSAS,2001,12,45.2,2.9
ARKANSAS,2002,01,42.5,2.3
ARKANSAS,2002,02,42.3,-1.3
ARKANSAS,2002,03,47.9,-4.7
ARKANSAS,2002,04,63.6,2.1
ARKANSAS,2002,05,67.0,-2.4
ARKANSAS,2002,06,76.6,-0.8
ARKANSAS,2002,07,80.6,0.2
ARKANSAS,2002,08,79.9,-0.2
ARKANSAS,2002,09,75.2,2.0
ARKANSAS,2002,10,60.5,-1.6
ARKANSAS,2002,11,48.2,-3.2
ARKANSAS,2002,12,42.7,0.4
ARKANSAS,2003,01,36.8,-3.4
ARKANSAS,2003,02,40.1,-3.5
ARKANSAS,2003,03,51.2,-1.4
ARKANSAS,2003,04,61.7,0.2
ARKANSAS,2003,05,69.6,0.2
ARKANSAS,2003,06,73.1,-4.3
ARKANSAS,2003,07,80.0,-0.4
ARKANSAS,2003,08,80.8,0.7
ARKANSAS,2003,09,70.2,-3.0
ARKANSAS,2003,10,62.8,0.7
ARKANSAS,2003,11,54.6,3.2
ARKANSAS,2003,12,42.3,0.0
ARKANSAS,2004,01,41.0,0.8
ARKANSAS,2004,02,40.6,-3.0
ARKANSAS,2004,03,55.9,3.3
ARKANSAS,2004,04,60.8,-0.7
ARKANSAS,2004,05,70.7,1.3
ARKANSAS,2004,06,75.8,-1.6
ARKANSAS,2004,07,77.8,-2.6
ARKANSAS,2004,08,75.3,-4.8
ARKANSAS,2004,09,73.0,-0.2
ARKANSAS,2004,10,65.8,3.7
ARKANSAS,2004,11,54.1,2.7
ARKANSAS,2004,12,41.5,-0.8
ARKANSAS,2005,01,44.7,4.5
ARKANSAS,2005,02,47.5,3.9
ARKANSAS,2005,03,50.4,-2.2
ARKANSAS,2005,04,60.9,-0.6
ARKANSAS,2005,05,67.4,-2.0
ARKANSAS,2005,06,77.5,0.1
ARKANSAS,2005,07,80.2,-0.2
ARKANSAS,2005,08,82.2,2.1
ARKANSAS,2005,09,77.0,3.8
ARKANSAS,2005,10,61.7,-0.4
ARKANSAS,2005,11,54.0,2.6
ARKANSAS,2005,12,40.0,-2.3
ARKANSAS,2006,01,47.5,7.3
